ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL","MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN
ANIMAL, HEMODERIVADOS)"
"BOTICA C. DE SALUD ""C"" ESTACIÓN GUTIÉRREZ",BOTICA,DOMICILIO CONOCIDO,CENTRO/ESTACIÓN GUTIÉRREZ,99000,FRESNILLO,ZACATECAS,32 010 10 0019,09/12/99,"II, III, VACUNAS, SUEROS"
BOTICA CENTRO DE SALUD PLATEROS,BOTICA,CALZADA PEREGRINO S/N,CENTRO/PLATEROS,99000,FRESNILLO,ZACATECAS,32 010 10 0020,26/10/09,"II,VACUNAS,TOXOIDES,SUEROS,ANTITOXINAS,HEMODERIVADOS"
"BOTICA CENTRO DE SALUD ""C"" COL. HIDALGO",BOTICA,DOMICILIO CONOCIDO,CENTRO/COLONIA HIDALGO,99000,FRESNILLO,ZACATECAS,32 010 10 0021,09/12/99,"II, III, VACUNAS, SUEROS"
"BOTICA C.DE S. ""C"" LABOR DE SANTA BARBARA",BOTICA,DOMICILIO CONOCIDO,CENTRO/LABOR DE SANTA BARBARA,99000,FRESNILLO,ZACATECAS,32 010 10 0022,09/12/99,"II, III, VACUNAS, SUEROS"
"BOTICA CENTRO DE SALUD ""A"" URBANO DE FRESNILLO",BOTICA,CARR. A LA ESTACIÓN SAN JOSÉ S/N,FRESNILLO,99054,FRESNILLO,ZACATECAS,32 010 10 0023,27/01/00,"II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA CESAME,BOTICA,CARR. A VALPARAISO KM. 3.5,/FRESNILLO,98000,FRESNILLO,ZACATECAS,30 010 10 0024,25/09/08,"II, III"
BOTICA CENTRO DE SALUD EMILIANO ZAPATA,BOTICA,CAMILO TORRES ESQ. FELIPE ÁNGELES,EMILIANO ZAPATA,98000,FRESNILLO,ZACATECAS,32 010 10 0025,26/10/09,"II, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA CENTRO DE SALUD ESTACION SAN JOSE,BOTICA,ALDAMA S/N,ESTACÍON SAN JOSÉ,99150,FRESNILLO,ZACATECAS,32 010 10 0027,26/10/09,"II, II, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA UNEME ENFERMEDADES CRONICAS,BOTICA,CARR. FLLO.- VALP. KM 3.5,SIN COLONIA/FRESNILLO,99085,FRESNILLO,ZACATECAS,32 010 10 0028,23/02/10,"II, III, HEMODERIVADOS"
BOTICA CENTRO DE SALUD EL CENTRO,BOTICA,DOMICILIO CONOCIDO,CENTRO,99160,FRESNILLO,ZACATECAS,32 010 10 0029,30/06/10,"II, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA CENTRO DE SALUD RIO FLORIDO,BOTICA,5 DE MAYO #50,CENTRO,99170,FRESNILLO,ZACATECAS,32 010 10 0030,30/08/10,"II, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
UNEME CAPASITS FRESNILLO,BOTICA,CARR. A FRESNILLO-VALPARAISO KM. 4,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 10 0031,18/08/18,VACUNAS Y HEMODERIVADOS
BOTICAS EL FENIX HOSPITAL GENERAL FRESNILLO,BOTICA,CARRETERA A VALPARAISO KM. 4,CENTRO,99000,FRESNILLO,ZACATECAS,32  010 10 0031,21/03/12,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
"BOTICA DIMESA DEL HOSPITAL GENERAL FRESNILLO ""DR. JOSE HARO AVILA""",BOTICA,SALIDA ORIENTE KM 4 CARRETERA VALPARAISO,DEL VALLE,99000,FRESNILLO,ZACATECAS,32 010 10 0035,27/10/14,"I,  II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA CENTRO DE SALUD FRESNILLO 2,BOTICA,AVE. PLATEROS S/N ESQ. CON CALLE ORO,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 10 0036,26/01/16,"II,III,VACUNAS,TOXOIDES,SUEROS,ANTITOXINAS,HEMODERIVADOS"
BOTICA U.M.R. PURISIMA DEL MAGUEY,BOTICA,CALLE ADOLFO LOPEZ MATEOS S/N,PURISIMA DEL MAGUEY,99150,FRESNILLO,ZACATECAS,32 010 10 0037,10/07/17,"II, III, VACUNAS y SUEROS"
BOTICA DIMESA DEL CENTRO DE SALUD DE FRESNILLO 2,BOTICA,AVENIDA PLATEROS S/N,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 10 0038,15/10/19,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA CENTRO DE SALUD DE SANTA ROSA,BOTICA,CALLE LOPEZ MATEOS #1,HACIENDA SANTA ROSA,99190,FRESNILLO,ZACATECAS,32 010 10 0039,06/06/19,"II, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA DIMESA CENTRO DE SALUD FRESNILLO,BOTICA,BOULEVARD SAN JOSÉ #202,FRANCISCO VILLA,99054,FRESNILLO,ZACATECAS,32 010 10 0040,15/10/19,"I, II y III,VACUNAS,SUEROS,ANTITOXINAS,HEMODERIVADOS, TOXOIDES"
FARMACIA DE LA ESPERANZA,FARMACIA,CALLE FRANCISCO I. MADERO #58,CENTRO,98560,GRAL. E. ESTRADA,ZACATECAS,32 013 09 0001,04/10/18,"II, III, VACUNAS, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.F. #23 GRAL. ENRIQUE ESTRADA,BOTICA,JUAN ALDMA #15,CENTRO,98560,GRAL. E. ESTRADA,ZACATECAS,32 013 10 0001,04/07/17,"II,III,VACUNAS,SUEROS"
FARMACIA PROVIDENCIA,FARMACIA,ZACATLÁN # 7,CENTRO,99260,JIMÉNEZ DEL TÉUL,ZACATECAS,32 021 09 0001,04/12/09,"II y III,VACUNAS,SUEROS,ANTITOXINAS,HEMODERIVADOS, TOXOIDES"
BOTICA U.M.R. SAUS DE ABAJO,BOTICA,DOMICILIO CONOCIDO,CENTRO/SAUS DE ABAJO,99200,JIMÉNEZ DEL TÉUL,ZACATECAS,32 021 10 0001,19/08/99,"II, III, VACUNAS, SUEROS"
BOTICA CENTRO DE SALUD JIMÉNEZ DEL TÉUL,BOTICA,FCO. VILLA S/N,CENTRO,99150,JIMÉNEZ DEL TÉUL,ZACATECAS,32 021 10 0002,09/12/99,"II, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
"BOTICA C. DE SALUD ""C"" EL POTRERO DE ABAJO",BOTICA,JÚAREZ S/N.,S/C./POTRERO DE ABAJO,99280,JIMÉNEZ DEL TÉUL,ZACATECAS,32 021 10 0003,13/06/07,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA RUIZ,FARMACIA,GENARO CODINA S/N,CENTRO,99130,SAIN ALTO,ZACATECAS,32 040 09 0004,17/08/99,"II, III, VACUNAS, SUEROS"
FARMACIA ASUNCION,FARMACIA,C. HIDALGO # 3-A,CENTRO,99130,SAIN ALTO,ZACATECAS,32 040 09 0005,13/04/12,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA I.M.S.S. UMF # 49,BOTICA,CALLE 18 DE JULIO S/N,CENTRO,99130,SAIN ALTO,ZACATECAS,32 040 10 0001,12/12/00,"II, III, VACUNAS, SUEROS"
BOTICA UMR 085,BOTICA,CONOCIDO S/N,CENTRO/RÍO DE MEDINA,99130,SAIN ALTO,ZACATECAS,32 040 10 0002,19/08/99,"II, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA UMR 056,BOTICA,AGUASCALIENTES S/N,CENTRO/EL CAZADERO,99130,SAIN ALTO,ZACATECAS,32 040 10 0003,19/08/99,"II, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R. LUIS MOYA,BOTICA,DOMICILIO CONOCIDO,CENTRO/LUIS MOYA,99200,SAIN ALTO,ZACATECAS,32 040 10 0004,19/08/99,"II, III, VACUNAS, SUEROS"
BOTICA U.M.R. CANTUNA,BOTICA,CALLE NETZAHUALCOTL S/N,CENTRO/ESTACIÓN CANTUNA,99100,SAIN ALTO,ZACATECAS,32 040 10 0005,19/08/99,"II, III, VACUNAS, SUEROS"
BOTICA CENTRO DE SALUD SAIN ALTO,BOTICA,SANTA MONICA # 39,CENTRO,99130,SAIN ALTO,ZACATECAS,32 040 10 0007,09/12/99,"II, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.F. ISSSTE #320520,BOTICA,PRIVADA DE LA VICTORIA #9,CENTRO,99130,SAIN ALTO,ZACATECAS,32 040 10 0008,14/06/11,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
"BOTICA CENTRO DE SALUD EMILIANO ZAPATA, SAIN ALTO",BOTICA,CALLE ALLENDE S/N,EJIDO EMILIANO ZAPATA,99141,SAIN ALTO,ZACATECAS,32 040 10 0009,23/05/17,"VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS Y ANTITOXINAS DE ORIGEN ANIMAL"
FARMACIA SOMBRERETE,FARMACIA,AV. HIDALGO # 150,CENTRO,99100,SOMBRERETE,ZACATECAS,32 042 09 0002,26/10/09,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA ALEJANDRA,FARMACIA,NIÑOS HÉROES # 8,CENTRO/COL HIDALGO,99110,SOMBRERETE,ZACATECAS,32 042 09 0003,12/08/99,"II, III"
FARMACIA ESTEFANY,FARMACIA,AV. MARÍIN TRIANA # 70-A ORIENTE,CENTRO/COL GONZÁLEZ ORTEGA,99110,SOMBRERETE,ZACATECAS,32 042 09 0004,12/08/99,"II, III, VACUNAS, HEMODERIVADOS"
FARMACIA DE DIOS,FARMACIA,AV. HIDALGO #184,CENTRO,99100,SOMBRERETE,ZACATECAS,32 042 09 0005,17/08/99,"II, III, VACUNAS, SUEROS"
FARMACIA SAN MARTÍN,FARMACIA,AV. HIDALGO #335,CENTRO,99100,SOMBRERETE,ZACATECAS,32 042 09 0007,17/08/99,"II, III, VACUNAS, SUEROS"
FARMACIA ALFREDO,FARMACIA,VENUSTIANO CARRANZA #2,HIDALGO/COL.HIDALGO,99110,SOMBRERETE,ZACATECAS,32 042 09 0008,18/08/99,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. HIDALGO #171,CENTRO,99100,SOMBRERETE,ZACATECAS,32 042 09 0009,07/11/03,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA GABY,FARMACIA,20 DE NOVIEMBRE #52,CENTRO/GLEZ. ORTEGA,99110,SOMBRERETE,ZACATECAS,32 042 09 0010,18/02/04,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA GUADALUPE,FARMACIA,AV. HIDALGO #204,CENTRO,99100,SOMBRERETE,ZACATECAS,32 042 09 0011,17/06/05,"II, III"
FARMACIA LA CANDELARIA,FARMACIA,AV. HIDALGO # 173,CENTRO,99100,SOMBRERETE,ZACATECAS,32 042 09 0012,23/07/09,"I, II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA MI BODEGA AURRERA SOMBRERETE,FARMACIA,C. VIOLA #8,BARRIO LA URBANEJA/SOMBRERETE,99100,SOMBRERETE,ZACATECAS,32 042 09 0013,10/08/17,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA LA ZACATECANA,FARMACIA,2DA. PRIVADA DE LA CANDELARIA No. 14,LA PURISIMA/SOMBRERETE,99100,SOMBRERETE,ZACATECAS,32 042 09 0014,10/08/17,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA SORIANA EXPRESS SUC. SOMBRERETE,FARMACIA,JARDIN CONSTITUCION # 30,CENTRO,99100,SOMBRERETE,ZACATECAS,32 042 09 0015,18/08/11,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA MALDONADO,FARMACIA,AV. HIDALGO #324,CENTRO,99100,SOMBRERETE,ZACATECAS,32 042 09 0016,08/08/18,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA I.M.S.S. #7,BOTICA,COLÓN S/N,CENTRO,99200,SOMBRERETE,ZACATECAS,32 042 10 0001,18/08/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS"
BOTICA UNIDAD DE MEDICINA FAMILIAR #18,BOTICA,DOMICILIO CONOCIDO,SAN MARTÍN,98696,SOMBRERETE,ZACATECAS,32 042 10 0002,18/08/99,"II,III,VACUNAS,SUEROS"
,BOTICA,GONZÁLEZ ORTEGA S/N,CENTRO/SANTOS BAÑUELOS,99100,SOMBRERETE,ZACATECAS,32 042 10 0003,19/08/99,"II,  VACUNAS, TOXOIDE, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
BOTICA UMR 103,BOTICA,AVENIDA PROFESORES S/N,CENTRO/CHARCO BLANCO,99102,SOMBRERETE,ZACATECAS,32 042 10 0004,19/08/99,"II,  VACUNAS, TOXOIDE, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
BOTICA UMR 086,BOTICA,EMILIANO ZAPATA S/N,CENTRO/IGNACIO ZARAGOZA,99100,SOMBRERETE,ZACATECAS,32 042 10 0005,19/08/99,"II,  VACUNAS, TOXOIDE, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
BOTICA UMR 058,BOTICA,FELIPE ANGELES # 038,CENTRO/JOSÉ MA. MORELOS,99100,SOMBRERETE,ZACATECAS,32 042 10 0006,19/08/99,"II,  VACUNAS, TOXOIDE, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
BOTICA UMR 038,BOTICA,GABINO BARRERA S/N,CENTRO/COL. HIDALGO,99100,SOMBRERETE,ZACATECAS,32 042 10 0007,19/08/99,"II, VACUNAS, TOXOIDE, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
BOTICA U.M.R. LO DE MENA,BOTICA,CARRETERA CHALCHIHUITES,CENTRO/LO DE MENA,99100,SOMBRERETE,ZACATECAS,32 042 10 0008,19/08/99,"II, III, VACUNAS, SUEROS"
BOTICA U.M.R. CORRALES,BOTICA,CALLE SOLEDAD S/N,CENTRO/CORRALES,99200,SOMBRERETE,ZACATECAS,32 042 10 0009,19/08/99,"II, III, VACUNAS, SUEROS"
"BOTICA CENTRO DE SALUD ""C"" MESILLAS",BOTICA,DOMICILIO CONOCIDO,CENTRO/MESILLAS,99100,SOMBRERETE,ZACATECAS,32 042 10 0011,09/12/99,"II, III, VACUNAS, SUEROS"
BOTICA CENTRO SALUD SAN JOSÉ DE RANCHOS,BOTICA,DOMICILIO CONOCIDO,CENTRO/SAN JOSÉ DE RANCHOS,99128,SOMBRERETE,ZACATECAS,32 042 10 0012,09/12/99,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA CENTRO DE SALUD GONZÁLEZ ORTEGA,BOTICA,AV. GONZÁLEZ ORTEGA ESQ. 20 DE NOVIEMBRE,CENTRO/GONZÁLEZ ORTEGA,99110,SOMBRERETE,ZACATECAS,32 042 10 0013,09/12/99,"II, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA CENTRO DE SALUD VILLA INSURGENTES,BOTICA,NUEVA S/N,CENTRO/VILLA INSURGENTES,99109,SOMBRERETE,ZACATECAS,32 042 10 0014,09/12/99,"II, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
"BOTICA CENTRO DE SALUD ""C"" AGUA ZARCA",BOTICA,DOMICILIO CONOCIDO,CENTRO/AGUA ZARCA,99100,SOMBRERETE,ZACATECAS,32 042 10 0015,09/12/99,"II, III, VACUNAS, SUEROS"
BOTICA HOSPITAL COMUNITARIO SOMBRERETE,BOTICA,BLVD. EL MINERO S/N,CENTRO,99100,SOMBRERETE,ZACATECAS,32 042 10 0017,09/12/99,"I, II, III,  VACUNAS, TOXOIDE,  HEMODERIVADOS, SUEROS, ANTOTOXINAS"
BOTICA CENTRO DE SALUD URBANO SOMBRERETE,BOTICA,EX HACIENDA GRANDE S/N,CENTRO,98000,SOMBRERETE,ZACATECAS,32 042 10 0018,03/12/09,"II, III,  VACUNAS, TOXOIDES,  HEMODERIVADOS,  SUEROS, ANTOTOXINAS"
BOTICA U.M.F. ISSSTE #3220503,BOTICA,AV. FRANCISCO I MADERO # 40,CENTRO/COL. GONZALEZ ORTEGA,99110,SOMBRERETE,ZACATECAS,32 042 10 0019,24/08/11,"II, III,  VACUNAS, TOXOIDES,  HEMODERIVADOS,  SUEROS,  ANTOTOXINAS"
BOTICA EL FENIX HOSPITAL COMUNITARIO SOMBRERETE,BOTICA,PROLONGACION AV. HIDALGO # 1098,CENTRO,99100,SOMBRERETE,ZACATECAS,32 042 10 0020,21/03/12,"I, II, III,  VACUNAS,  TOXOIDES,  HEMODERIVADOS,  SUEROS,  ANTOTOXINAS"
BOTICA UNIDAD MEDICA FAMILIAR NO. 320521 INSTITUTO DE SEGURIDAD Y SERVIC,BIOOST SICOACIALES DE LOS TRABAJADORES DEL ESTADO,MAGENSIO S/N,LOMAS DEL CONSUELO,99100,SOMBRERETE,ZACATECAS,32 042 10 0022,15/08/14,"II Y III, VACUNAS Y SUEROS"
BOTICA DIMESA DEL HOSPITAL COMUNITARIO SOMBRERETE,BOTICA,CALLE SAUCITO #45,OJO ZARCO,99100,SOMBRERETE,ZACATECAS,32 042 10 0024,19/02/19,"I, II, III,  VACUNAS,  TOXOIDES,  HEMODERIVADOS,  SUEROS,  ANTOTOXINAS"
FARMACIA JARDÍN,FARMACIA,INDEPENDENCIA #106,CENTRO,99200,VALPARAISO,ZACATECAS,32 049 09 0001,12/08/99,"II, III, VACUNAS, SUEROS, HEMODEROVADOS"
FARMACIA JARDÍN SUCURSAL,FARMACIA,FCO. I MADERO # 102,CENTRO,99200,VALPARAISO,ZACATECAS,32 049 09 0002,12/08/99,"II, II, VACUNAS, SUEROS, HEMODERIVADOS"
"FARMACIA LA SALUD DE VALPARAISO, S.A.",FARMACIA,AV. 5 DE MAYO # 127,CENTRO,99200,VALPARAISO,ZACATECAS,32 049 09 0003,12/08/99,"II, III, VACUNAS, ANTITOXINAS"
FARMACIA GUADALUPE,FARMACIA,IGNACIO ZARAGOZA # 101-A,CENTRO,99200,VALPARAISO,ZACATECAS,32 049 09 0004,12/08/99,"II, III,  VACUNAS,  TOXOIDES,  HEMODERIVADOS,  SUEROS,  ANTOTOXINAS"
FARMACIA FABIOLA,FARMACIA,ZARAGOZA # 202,CENTRO,99200,VALPARAISO,ZACATECAS,32 049 09 0006,12/08/99,"VACUNAS, SUEROS"
FARMACIA NUEVA,FARMACIA,5 DE MAYO # 114,CENTRO,99200,VALPARAISO,ZACATECAS,32 049 09 0007,12/08/99,"II, III, SUEROS"
FARMACIA LA PROVIDENCIA,FARMACIA,C. VICENTE GUERRERO #13-B,CENTRO/MILPILLAS DE LA SIERRA,99210,VALPARAISO,ZACATECAS,32 049 09 0010,18/08/99,"II, III, VACUNAS, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA ESPERANZA,FARMACIA,MORELOS #119-A,CENTRO,99200,VALPARAISO,ZACATECAS,32 049 09 0011,20/07/01,"II, III, VACUNAS, SUEROS"
FARMACIA AMECA SUCURSAL,FARMACIA,HIDALGO # 212,CENTRO,99200,VALPARAISO,ZACATECAS,32 049 09 0015,25/08/05,"II,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
SUPER FARMACIA ISSSTEZAC #2,FARMACIA,ZARAGOZA # 120,CENTRO,99200,VALPARAISO,ZACATECAS,32 049 09 0018,29/05/12,"II,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
FARMACIA VARELA,FARMACIA,RAMON LOPEZ VELARDE SIN NUMERO,CENTRO,99200,VALPARAISO,ZACATECAS,32 049 09 0019,04/07/12,"II,III, VACUNAS, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,PLAZA CONSTITUCION NUM. 119,CENTRO,99250,VALPARAISO,ZACATECAS,32 049 09 0020,11/11/16,"II,III, VACUNAS , TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R. XOCONOSTLE,BOTICA,CALLE HIDALGO #1,CENTRO/XOCONOSTLE,99200,VALPARAISO,ZACATECAS,32 049 10 0002,19/08/99,"II, III,VACUNAS,SUEROS"
BOTICA U.M.R. POTRERO DE GALLEGOS,BOTICA,CALLE HIDALGO #4,CENTRO/POTRERO DE GALLEGOS,99200,VALPARAISO,ZACATECAS,32 049 10 0003,19/08/99,"II, III, VACUNAS, SUEROS, ANTITOXINAS"
BOTICA U.M.R. LOBATOS,BOTICA,CALLE DE LOS DOCTORES #3,CENTRO/LOBATOS,99200,VALPARAISO,ZACATECAS,32 049 10 0004,19/08/99,"II, III, VACUNAS, SUEROS"
BOTICA U.M.R. SAN MARTIN,BOTICA,CALLE 5 DE FEBRERO S/N,CENTRO/SAN MARTÍN,99200,VALPARAISO,ZACATECAS,32 049 10 0005,19/08/99,"II, III, VACUNAS, SUEROS"
BOTICA HOSPITAL COMUNITARIO VALPARAISO,BOTICA,AVENIDA DE LA JUVENTUD S/N,FRACCIONAMIENTO ATOTONILCO,99250,VALPARAISO,ZACATECAS,32 049 10 0006,22/01/18,"I, II, III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
"BOTICA C. DE SALUD ""C"" STA LUCÍA DE LA SIERRA",BOTICA,DOMICILIO CONOCIDO,CENTRO/SANTA LUCÍA DE LA SIERRA,99200,VALPARAISO,ZACATECAS,32 049 10 0007,09/12/99,"II, III, VACUNAS, SUEROS"
"BOTICA C. DE SALUD ""C"" S. JUAN CAPISTRANO",BOTICA,DOMICILIO CONOCIDO,CENTRO/SAN JUAN CAPISTRANO,99200,VALPARAISO,ZACATECAS,32 049 10 0009,09/12/99,"II, III, VACUNAS,  SUEROS"
"BOTICA C. DE SALUD ""C"" S ANTONIO DE PADUA",BOTICA,DOMICILIO CONOCIDO,CENTRO/SAN ANTONIO DE PADUA,99200,VALPARAISO,ZACATECAS,32 049 10 0010,09/12/99,"II,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
"BOTICA C. DE SALUD ""C"" SAN JOSÉ DE LLANETES",BOTICA,DOMICILIO CONOCIDO,CENTRO/SAN JOSÉ DE LLANETES,99200,VALPARAISO,ZACATECAS,32 049 10 0011,09/12/99,"II, III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
"BOTICA CENTRO DE SALUD ""C"" SAN MATEO",BOTICA,DOMICILIO CONOCIDO,CENTRO/SAN MATEO,99200,VALPARAISO,ZACATECAS,32 049 10 0012,09/12/99,"II, III, VACUNAS, SUEROS"
"BOTICA C. DE SALUD ""C"" AMECA LA VIEJA",BOTICA,DOMICILIO CONOCIDO,CENTRO/AMECA LA VIEJA,99200,VALPARAISO,ZACATECAS,32 049 10 0013,09/12/99,"II, III, VACUNAS, SUEROS"
BOTICA DE LA U.M.F. DEL ISSSTE DE VALPARAISO,BOTICA,SAN ANTONIO DE PADUA #100,LOMAS DEL PARAISO,99200,VALPARAISO,ZACATECAS,32 049 10 0014,15/11/06,"II,III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
BOTICA ISSSTE U.M.F,BOTICA,SAN ANTONIO DE PADUA #6,CENTRO,99200,VALPARAISO,ZACATECAS,32 049 10 0015,20/01/00,"II, III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
BOTICAS EL FENIX HOSPITAL COMUNITARIO VALPARAISO,BOTICA,AV. DE LA JUVENTUD # 102,LOMAS DEL PARAISO,99251,VALPARAISO,ZACATECAS,32 049 10 0016,15/03/12,"I, II, III, VACUNAS, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
BOTICA DIMESA DEL HOSPITAL COMUNITARIO VALPARAISO,BOTICA,AV. DE LA JUVENTUD S/N,LA LAGUNILLA,99200,VALPARAISO,ZACATECAS,32 049 10 0017,21/10/14,"I, II y III, VACUNAS, HEMODERIVADOS, SUEROS, ANTITOXINAS Y TOXOIDES"
FARMACIA DEL SAGRADO CORAZÓN,FARMACIA,HIDALGO #18,CENTRO,98480,CAÑITAS DE FELIPE PESCADOR,ZACATECAS,32 006 09 0002,25/03/99,"I, II, III"
FARMACIA DEL ANGEL,FARMACIA,CALLE 16 DE SEPTIEMBRE # 16,CENTRO,98480,CAÑITAS DE FELIPE PESCADOR,ZACATECAS,32 006 09 0003,13/05/19,"II, III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
BOTICA I.M.S.S.,BOTICA,DOMICILIO CONOCIDO,CENTRO,98480,CAÑITAS DE FELIPE PESCADOR,ZACATECAS,32 006 10 0001,06/05/99,"II, III, VACUNAS, SUEROS, TOXOIDES, HEMODERIVADOS"
BOTICA DE LA U.M.R. DEL IMSS BOQUILLA DE ABAJO,BOTICA,DOMICILIO CONOCIDO,CENTRO,98480,CAÑITAS DE FELIPE PESCADOR,ZACATECAS,32 006 10 0002,15/07/99,"II, III, VACUNAS, SUEROS, TOXOIDES, HEMODERIVADOS"
BOTICA U.M.F. CAÑITAS DE FELIPE PESCADOR,BOTICA,HIDALGO S/N,CENTRO,98480,CAÑITAS DE FELIPE PESCADOR,ZACATECAS,32 006 10 0003,03/02/00,"II, III, VACUNAS, SUEROS, TOXOIDES, HEMODERIVADOS"
BOTICA DEL C. DE S.R.C. CAÑITAS DE F.P.,BOTICA,COAHUILA #20,CENTRO,98480,CAÑITAS DE FELIPE PESCADOR,ZACATECAS,32 006 10 0005,30/11/17,"II, III, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
FARMACIA SANTA ELENA,FARMACIA,REFORMA # 2,CENTRO,98350,GRAL. FCO. R. MURGUÍA,ZACATECAS,32 014 09 0005,22/04/13,"II, III"
FARMACIA DE JESUS,FARMACIA,HIDALGO # 23,CENTRO,98350,GRAL. FCO. R. MURGUÍA,ZACATECAS,32 014 09 0006,29/07/14,"II, III"
BOTICA DE LA U.M.R. DEL IMSS DE APASEO,BOTICA,DOMICILIO CONOCIDO,CENTRO,98850,GRAL. FCO. R. MURGUÍA,ZACATECAS,32 014 10 0001,15/07/99,"II, III, VACUNAS, SUEROS, TOXOIDES, HEMODERIVADOS"
