ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
"FARMACIA DE LA UNIDADMEDICA FAMILIAR N° 
12","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",IGNACIO ZARAGOZA N° 125,CENTRO,86400,HUIMANGUILLO,TABASCO,27008010185,09/11/2006,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","KILOMETRO 1.5 CARRETERA ESTATAL 
MALPASO - LOS NARANJOS",ESTACION CHONTALPA,86440,HUIMANGUILLO,TABASCO,27008010463,05/04/2012,
"FARMACIA DEL CENTRO FEDERAL DE 
READAPTACION SOCIAL N°6 SURESTE","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","AV. RAFAEL MARTINEZ DE ESCOBAR 
MZA 47 SN 1 PLANTA BAJA",CENTRO,86400,HUIMANGUILLO,TABASCO,27008010645,27/10/2016,
"FARMACIA YZA HUIMANGUILLO RAFAEL 
MARTINEZ","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","MIGUEL HIDALGO ESQ. RAFAEL MATZ 
DE ESCOBAR 359",CENTRO,86400,HUIMANGUILLO,TABASCO,27008010634,30/09/2016,
FARMACIA YZA HUIMANGUILLO PARQUE,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",IGNACIO ZARAGOZA 101,CENTRO,86400,HUIMANGUILLO,TABASCO,27008010622,30/09/2016,
FARMACIA YZA HUIMANGUILLO TERMINAL,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",PEDRO C. COLORADO N° 257-A,CENTRO,86400,HUIMANGUILLO,TABASCO,27008010646,27/10/2016,
FARMACIA YZA HUIMANGUILLO MERCADO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",RAFAEL MARTINEZ DE ESCOBAR N° 73,CENTRO,86400,HUIMANGUILLO,TABASCO,27008010186,09/11/2006,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",JOSE MARIA PINO SUAREZ 710,CENTRO,86850,JALAPA,TABASCO,27009010170,16/01/2002,
FARMACIA JUAN PABLO 2,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",JOSE MARIA PINO SUAREZ 747,CENTRO,86850,JALAPA,TABASCO,27009010292,05/08/2003,
FARMACIA DE DESCUENTO UNION,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","PROFESOR ROGELIO TORPEY ANDRADE 
44",CENTRO,86850,JALAPA,TABASCO,27009010784,20/07/2018,
"FARMACIA INTRAHOSPITALARIA DE LA 
CLINICA REPA","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV. FCO J SANTAMARIA S/N,CENTRO,86850,JALAPA,TABASCO,27 009 01 0481,18/12/2012,
FARMACIA HOSPITAL COMUNITARIO JALAPA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV. JOSE MA. PINO SUAREZ # 747,CENTRO,86850,JALAPA,TABASCO,27 009 01 0195,13/11/2006,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PROLONGACION 27 DE FEBRERO 329,BARRIO SANTA ANA,86200,"JALPA DE 
MENDEZ",TABASCO,27010010387,02/07/2010,
"TIENDAS SORIANA S.A. DE C.V. (FARM. 
SORIANA EXPRESS SUC. JALPA)","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",PLAZA HIDALGO SN.,CENTRO,86200,"JALPA DE 
MENDEZ",TABASCO,27010010620,30/09/2016,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIA YZA JALPA PLAZA HIDALGO,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",SIN NOMBRE,POBLADO IQUINUAPA,86200,"JALPA DE 
MENDEZ",TABASCO,27010010600,14/07/2016,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",GREGORIO MENDEZ NUM.33,BARRIO SAN LUIS,86200,"JALPA DE 
MENDEZ",TABASCO,27010010274,06/12/2006,
FARMACIA PEMEX,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PLAZA HIDALGO 44,CENTRO,86200,"JALPA DE 
MENDEZ",TABASCO,27010010275,05/12/2006,
FARMACIA JOSELYN,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","CALLE JOSE MARIA MORELOS Y PAVON 
77-B",BARRIO LA GUADALUPE,86200,"JALPA DE 
MENDEZ",TABASCO,27010010746,22/12/2017,
FARMACIA MARANATHA,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","CALLE PRIMERA DE CONSTITUCIÓN SIN 
NÚMERO",BARRIO LA GUADALUPE,86200,"JALPA DE 
MENDEZ",TABASCO,27 010 01 0811,02/05/2019,
SUPERFARMACIAS IZHAR,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","AV. DUEÑAS ESQUINA CALLE 
CORREGIDORA S/N",CENTRO,86200,"JALPA DE 
MENDEZ",TABASCO,27010010528,11/04/2014,
FARMACIAS DEL AHORRO SUCURSAL JALPA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","CALLE DUEÑAS SN, LOCA. 1",CENTRO,,"JALPA DE 
MENDEZ",TABASCO,,,
FARMACIA DEL AHORRO,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",CALLE GUADALUPE VICTORIA NUM.11,COL. BARRIO SAN LUIS,86200,"JALPA DE 
MENDEZ",TABASCO,27010010571,16/02/2016,
FARMACIA PEMEX,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",CARRETERA JALPA – NACAJUCA S/N.,"RIVERA ALTA JALPA DE 
MENDEZ",86200,"JALPA DE 
MENDEZ",TABASCO,27010010368,05/10/2009,
FARMACIA BODEGA AURRERA JALPA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",CONSTITUCION NO. 84,CENTRO,86200,"JALPA DE 
MENDEZ",TABASCO,27010010113,31/05/2007,
UNIDAD MEDICA FAMILIAR NUM. 26 (IMSS),"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",FRANCISCO  I. MADERO S/N,BARRIO LA GUADALUPE,86200,"JALPA DE 
MENDEZ",TABASCO,27010010276,05/12/2006,
FARMACIA DEL CENTRO DE SALUD URBANO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",FRANCISCO  I. MADERO S/N,BARRIO LA GUADALUPE,86200,"JALPA DE 
MENDEZ",TABASCO,27010010277,05/12/2006,
"FARMACIA DE LA UNIDAD MEDICA FAMILIAR 
(ISSSTE)","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",JOSE MA. MORELOS ESQ. PINO SUAREZ,CENTRO,86200,"JALPA DE 
MENDEZ",TABASCO,27 010 01 0426,02/08/2011,
FARMACIA YZA JALPA PLAZA HIDALGO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",NICOLAS BRAVO NO. 5-B,BARRIO LA GUADALUPE,86200,"JALPA DE 
MENDEZ",TABASCO,27 010 01 0337,22/07/2008,
FARMACIA DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","PLAZA HIDALGO NO. 48, PLANTA BAJA",CENTRO,86200,"JALPA DE 
MENDEZ",TABASCO,27010010278,21/03/2019,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
"FARMACIAS DE DESCUENTO UNION 
SUCURSAL JALPA DE MENDEZ CENTRO","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",PLAZA HIDALGO NUM. 33 LOTE 220,CENTRO,86200,"JALPA DE 
MENDEZ",TABASCO,27010010647,27/10/2016,
FARMACIA YZA JALPA CENTRO,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",MORELOS Y PINO SUAREZ S/N,CENTRO,86200,"JALPA DE 
MENDEZ",TABASCO,27010010619,30/09/2016,
FARMACIA YZA JALPA MORELOS,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",PROLG. DE LA AV. CONSTITUCION 125,BARRIIO LA CANDELARIA,86200,"JALPA DE 
MENDEZ",TABASCO,27010010711,23/02/2017,
FARMACIA SUPER CHE JALPA DE MENDEZ,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",BENITO JUAREZ NUM.54,CENTRO,86781,JONUTA,TABASCO,27011010181,27/10/2006,
FARMACIAS DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",MIGUEL HIDALGO NUM.105,CENTRO,86781,JONUTA,TABASCO,27011010182,27/10/2006,
FARMACIA DANNY,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",MIGUEL HIDALGO NUM.15,CENTRO,86780,JONUTA,TABASCO,27011010253,27/11/2006,
"FARMACIA DEL CENTRO DE SALUD CON 
HOSPITAL","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",OROPEZA NUM. 63,FLORIDA,86700,MACUSPANA,TABASCO,27012010466,12/06/2012,
FARMACIA ECONOMEDIC,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",ESQ. BENITO JUAREZ Y A LA TORRE SN.,CENTRO,86706,MACUSPANA,TABASCO,27012010442,24/11/2011,
TIENDAS CHEDRAUI S.A. DE C.V.,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","CARRETERA VILLAHERMOSA-CIUDAD 
PEMEX","LA ESCALERA DE LA VILLA 
BENITO JUAREZ",86726,MACUSPANA,TABASCO,27012010421,02/08/2011,
"FARMACIA MI BODEGA AURRERA BENITO 
JUAREZ","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","LOCAL 135 INT. MDO. PUB. JOSE 
NARCISO ROVIROSA",CENTRO,86700,MACUSPANA,TABASCO,,04/12/2006,
FARMACIA SAN MARTIN,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",LAZARO CARDENAS119,"AMPLIACION OBRERA, 
CIUDAD PEMEX",86721,MACUSPANA,TABASCO,27012010115,04/09/2006,
UNIDAD MEDICA FAMILIAR NUM. 15 (IMSS),"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",JUAREZ S/N.,CENTRO,86720,MACUSPANA,TABASCO,27012010209,16/11/2006,
FARMACIA PEMEX,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","KM.22 CARRETERA MACUSPANA-
CIUDAD PEMEX",LA ESCALERA,86725,MACUSPANA,TABASCO,27012010210,16/11/2006,
FARMACIA DEL HOSPITAL GENERAL,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",JOSE MARIA PINO SUAREZ 630-A,CENTRO,86700,MACUSPANA,TABASCO,27012010213,16/11/2006,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIA LOS ARCOS,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",JUAREZ NUM. 214,CENTRO,86700,MACUSPANA,TABASCO,27012010224,16/11/2006,
FARMACIA TRES H,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",HIDALGO ESQ. PINO SUAREZ S/N.,VILLA BENITO JUAREZ,86725,MACUSPANA,TABASCO,27012010225,16/11/2006,
FARMACIA LA POPULAR,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",CASA 20 MANZANA 12,OBRERA,86720,MACUSPANA,TABASCO,27012010226,16/11/2006,
FARMACIA LLORENTES,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","PASEO JOSE NARCISO ROVIROSA NUM. 
35",CENTRO,86700,MACUSPANA,TABASCO,27012010227,26/04/2007,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",BENITO JUAREZ NUM. 39,VILLA BENITO JUAREZ,86720,MACUSPANA,TABASCO,,26/04/2007,
FARMACIA LA PRINCIPAL,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PRINCIPAL NUM. 267,COL. BELEN,86700,MACUSPANA,TABASCO,27012010230,16/11/2006,
FARMACIA LA DIVINA PROVIDENCIA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",RAYON NUM. 416,CENTRO,86700,MACUSPANA,TABASCO,27012010231,16/11/2006,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PRINCIPAL NUM. 190,COL. BELEN,86700,MACUSPANA,TABASCO,27012010233,16/11/2006,
FARMACIA DEL PUEBLO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",JUAREZ NUM. 32,VILLA BENITO JUAREZ,86725,MACUSPANA,TABASCO,27012010262,28/11/2006,
FARMACIA DEL CENTRO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",MARIANO ABASOLO S/N.,CENTRO,86711,MACUSPANA,TABASCO,27012010539,12/11/2014,
FARMACIA CASGO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",MIGUEL HIDALGO NUM. 410,CENTRO,86700,MACUSPANA,TABASCO,27012010382,09/04/2010,
"COMERC. GRUP. IMPULSOR EMPRESARIAL 
INTERDISCIPLINARIO S.A. DE C.V.","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",ULISES GONZALEZ SN.,CENTRO,86700,MACUSPANA,TABASCO,27012010263,28/11/2006,
FARMACIA ISSSTE,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE REFORMA SIN NUMERO,COL. CENTRO,86706,MACUSPANA,TABASCO,27012010793,20/09/2018,
FARMACIA GUADALAJARA S.A. DE C.V.,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","BENITO JUAREZ ESQUINA JOSE MARIA 
PINO SUAREZ 211",CENTRO,86706,MACUSPANA,TABASCO,27012010755,06/02/2018,
"FARMACIA DEL AHORRO SUCURSAL LOPEZ 
RAYON","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE CORREGIDORA SIN NUMERO,POB.AQUILES SERDAN,86725,MACUSPANA,TABASCO,27012010714,07/04/2017,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIAS DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",HIDALGO NUM. 420,CENTRO,86700,MACUSPANA,TABASCO,27012010710,23/02/2017,
FARMACIAS DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE MELCHOR OCAMPO 341,CENTR0,86700,MACUSPANA,TABASCO,27012010709,23/02/2017,
FARMACIAS DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",MIGUEL HIDALGO S/N,VILLA BENITO JUAREZ,86722,MACUSPANA,TABASCO,27012010687,10/11/2016,
FARMACIA YZA MACUSPANA SAN CARLOS,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","PASEO JOSE  NARCISO ROVIROSA  MZA 
11 LOTE 1",CENTRO,86700,MACUSPANA,TABASCO,27012010641,26/10/2016,
FARMACIA YZA MACUSPANA TERMINAL,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PASEO JOSE N.  ROVIROSA NO. 3,CENTRO,86706,MACUSPANA,TABASCO,27012010116,04/09/2006,
UNIDAD DE MEDICINA FAMILIAR NUM. 27,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",1RO. DE MAYO S/N,COL. OBRERA,86721,MACUSPANA,TABASCO,27012010255,28/11/2006,
LA LUPITA,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","ANTONIO J. BERMUDEZ MANZANA 11 
No.21",COL. AMPLIACION OBRERA,86720,MACUSPANA,TABASCO,27012010596,08/07/2016,
FARMACIAS DE DESCUENTO UNION,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","AV. CARLOS PELLICER CAMARA 
(PASANDO EL PUENTE SIGLO XXI)",NO TIENE,86700,MACUSPANA,TABASCO,27 012 01 0471,12/09/2012,
"FARMACIA UNEME ENFERMEDADES 
CRONICAS","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV. JOSE COLOMO S/N AMPLIACION,OBRERA CD. PEMEX,86720,MACUSPANA,TABASCO,27012010208,16/11/2006,
FARMACIA HOSPITAL DE PEMEX,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",BENITO JUAREZ NO. 40,VILLA BENITO JUAREZ,86725,MACUSPANA,TABASCO,27012010338,22/07/2008,
