FARMACIA SANBORNS,FARMACIA,"AV. CONSTITUYENTES OTE No. 
172",LOS ARQUITOS,76040,QUERÉTARO,QUERÉTARO,22014100208,07/03/2006,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CLINICAS UNIVERSITARIAS DE SALUD UNIDAD COLON,FARMACIA,FRANCISCO I. MADERO 130,CENTRO,76280,COLÓN,QUERÉTARO,2214100320,16/03/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA LA LUZ,FARMACIA,MAYAS No. 401,CERRITO COLORADO,76116,QUERÉTARO,QUERÉTARO,2214100329,26/03/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"SERVICIOS MEDICOS GALI,",FARMACIA,"CARR. TEQUISQUIAN-EZEQUIEL 
MONTES MANZANA 29 LOTE 206",ADOLFO LOPEZ MATEOS,76750,TEQUISQUIAPAN,QUERÉTARO,2217100328,10/04/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA LA LUZ,FARMACIA,BLVD. DE LA LUZ 1327,CERRITO COLORADO,76116,QUERÉTARO,QUERÉTARO,2214100331,26/04/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CLINICAS UNIVERSITARIAS DE SALUD,BOTICA,20 DE NOVIEMBRE S/N,"CENTRO, SANTA ROSA JAUREGUI",76220,QUERÉTARO,QUERÉTARO,2214100336,12/05/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA GUADALUPE,FARMACIA,"CARR. A EZEQUIEL MONTES No. 
53",CENTRO,76750,TEQUISQUIAPAN,QUERÉTARO,2217100334,23/05/2006,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA  FVC,FARMACIA,20 DE NOVIEMBRE No. 8,"CENTRO, EL PALMAR",76500,CADEREYTA,QUERÉTARO,2203100346,13/06/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA  FVC,FARMACIA,"MARIANO MATAMOROS No. 10,","CENTRO, EL PALMAR",76500,CADEREYTA,QUERÉTARO,2203100347,13/06/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CENTRO DE SALUD ORIENTE,BOTICA,GANDHI ESQ. AV. UNIVERSIDAD,LA FLORESTA,76808,SAN JUAN  DEL RIO,QUERÉTARO,22 16 10 0348,12/07/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"MEDICA FERTIL, S.A. DE C.V.",FARMACIA,PROL. CONSTITUYENTES No. 218,EL JACAL,76187,QUERÉTARO,QUERÉTARO,2214200350,12/07/2006,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"COMAT DE MEXICO, S.A. DE C.V.",FARMACIA,"PROL. CONSTITUYENTES No. 302-
6",EL JACAL,76187,QUERÉTARO,QUERÉTARO,2214100314,17/07/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
TIENDAS SORIANA S.A. DE C.V.,FARMACIA,PROL. EZEQUIEL MONTES No. 8,SAN PABLO TECNOLOGICO,76125,QUERÉTARO,QUERÉTARO,1400103974,29/08/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA DEL SAGRADO CORAZON,FARMACIA,"ROSALIO HERRERA S/N,","CENTRO, VIZARRON DE MONTES",76500,CADEREYTA,QUERÉTARO,22003010353,11/09/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"SANATORIO SANTIAGO DE QUERETARO, S.A.- DE C.V.",BOTICA,CEDROS 315,LOS OLVERA,76902,CORREGIDORA,QUERÉTARO,22005010354,12/09/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. CARRILLO PUERTO No. 68-1-
A",ZONA INDUSTRIAL BENITO JUAREZ,76110,QUERÉTARO,QUERÉTARO,22014010355,18/09/2006,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"CLINICAMEDICA DE ESPECIALIDADES NUESTRA SEÑORA DE 
GUADALUPE",BOTICA,"CARRETERA TEQUISQUIAPAN-
EZEQUIEL MONTES No. 53",ADOLFO LOPEZ MATEOS,76750,TEQUISQUIAPAN,QUERÉTARO,2214090327,25/09/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"OPERADORA MEDICA DOCTORES NUÑEZ, S.A. DE C.V.",BOTICA,CORREGIDORA NORTE 101,CENTRO,76000,QUERÉTARO,QUERÉTARO,22 014 0165,03/10/2006,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA WAL MART SUPER CENTER PLAZA DE TOROS,FARMACIA,"AUTOPISTA QUERETARO-
CELAYA No. 5501-A",EL JACAL,76187,QUERÉTARO,QUERÉTARO,22014010359,15/12/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
SAMS CLUB PLAZA DE TOROS,FARMACIA,HACIENDA VEGIL No. 101,EL JACAL,76187,QUERÉTARO,QUERÉTARO,22014010358,15/12/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,BLVD. UNIVERSITARIO 524,"JURICA ACUEDUCTO, PROVINCIA 
JURIQUILLA",76230,QUERÉTARO,QUERÉTARO,22014010361,11/01/2007,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CLINICA MEDICA Y FARMACIA DR. LARA,FARMACIA,CULTURA OLMECA S/N,EL SALITRE,76230,QUERÉTARO,QUERÉTARO,22014010360,11/01/2007,"ESTUPEFACIENTES, PSICOTROPICOS, VACUNAS, TOXOIDES, 
HEMDERIVADOS"
SERVICIOS DE EXTENSION UNIVERSITARIA EN SALUD,FARMACIA,"EMILIO PORTES GIL MANZANA 
41",SANTA BARBARA,76900,CORREGIDORA,QUERÉTARO,22 06 100329,14/02/2007,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. DE LAS FUENTES 1511,SATELITE,76110,QUERÉTARO,QUERÉTARO,2214090362,15/02/2007,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"ASOCIACION DE AMIGOS Y FAMILIARES DE PACIENTES 
ESQUIZOFRENICOS, I.A.P.",FARMACIA,MOTOLINIA 36-3,CIMATARIO,76030,QUERÉTARO,QUERÉTARO,2214090363,15/03/2007,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CENTRO DE READAPTACION SOCIAL DE SAN JOSE EL ALTO,FARMACIA,"CARR. A CHICHIMEQUILLAS KM 
8.5",SAN JOSE EL ALTO,76148,QUERÉTARO,QUERÉTARO,2214090364,15/03/2007,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"CLINICA Y HOSPITAL EL CARMEN, S.A. DE C.V.",BOTICA,CANDILES  No. 14,LOS OLIVOS,76190,QUERÉTARO,QUERÉTARO,2214090168,29/03/2007,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA SANTA TERESITA DEL NIÑO JESUS,FARMACIA,"ANDADOR DE LAS CAMPANAS 
No. 103-23",VISTAS DEL VALLE,76116,QUERÉTARO,QUERÉTARO,2214090367,19/06/2007,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CONTROL MEDICO Y ASOCIADOS S.C.,BOTICA,"PROL. CONSTITUYENTES No. 13 
PTE, LOCAL 12",PUEBLO NUEVO,76190,CORREGIDORA,QUERÉTARO,2205090369,25/07/2007,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
SUPERAMA MILENIO,FARMACIA,CAMINO REAL DE CARRETAS 144,MILENIO III,76060,QUERÉTARO,QUERÉTARO,2214090374,21/09/2007,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"CENTRO SUR GRUPO MEDICO S,A, DE C,V, ( BOTICA)",BOTICA,BERNARDO QUINTANA No. 301,CENTRO SUR EXHACIENDA CARRETAS,76079,QUERÉTARO,QUERÉTARO,2214090375,04/10/2007,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
GRUPO HOSPITALES SAN JOSE S.A. DE C.V.,FARMACIA,"AV. UNIVERSIDAD 131,",SAN CAYETANO,76806,SAN JUAN  DEL RIO,QUERÉTARO,2216100378,08/10/2007,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"TIENDAS SORIANA, S.A. DE C.V.",FARMACIA,"AV. CERRO DEL SOMBRERETE 
No1198",DESARROLLO URBANO  CENTRO NORTE,76148,QUERÉTARO,QUERÉTARO,2214100377,14/10/2007,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CLINICA FRAY JUAN DE SAN MIGUEL,FARMACIA,FRAY JUAN DE SAN MIGUEL 67,CIMATARIO,76030,QUERÉTARO,QUERÉTARO,2214100384,20/11/2007,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
DERMA& FARMACIA DE LIVERPOOL (INTERIOR DE LIVERPOOL),FARMACIA,"5 DE FEBRERO  SUR S/N , 
PLANTA BAJA",VIRREYES,76175,QUERÉTARO,QUERÉTARO,2214100381,20/11/2007,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"TIENDAS CHEDRAUI, S.A. DE C.V.",FARMACIA,AV. CANDILES 204,CAMINO REAL,76903,CORREGIDORA,QUERÉTARO,2214100383,20/11/2007,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"TIENDAS CHEDRAUI, S.A. DE C.V.",FARMACIA,PINO SUAREZ 58,CENTRO,76800,SAN JUAN  DEL RIO,QUERÉTARO,2211400382,20/11/2007,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CENTRO COMUNITARIO DE SALUD MENTAL,BOTICA,"5 FEBRERONO. 105,",VIRREYES,76175,QUERÉTARO,QUERÉTARO,2214100385,27/11/2007,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"MEGA COMERCIAL MEXICANA, SUC. PUEBLO NUEVO",FARMACIA,"PASEO CONSTITUYENTES No. 
1470",PUEBLO NUEVO,76190,CORREGIDORA,QUERÉTARO,2206100386,04/12/2007,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
TIENDAS SORIANA S.A. DE C.V.,FARMACIA,BLVD. DE LAS AMERICAS No. 114,COLINAS DEL SUR,76904,CORREGIDORA,QUERÉTARO,2214100389,04/03/2008,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA DERMICA,FARMACIA,CIRCUITO ALAMOS 5-1,ALAMOS 2DA. SECC.,76160,QUERÉTARO,QUERÉTARO,82214391,10/04/2008,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"TIENDAS SORIANA, S.A DE C.V. (FARMACIA SORIANA)",FARMACIA,"AV. EJERCITO REPUBLICANO No. 
148",CARRETAS,76050,QUERÉTARO,QUERÉTARO,82214392,15/04/2008,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
INSTITUTO MEXICANO DE OFTALMOLOGIA I.A.P.,BOTICA,"CIRCUITO EXTERIOR ESTADIO 
CORREGIDORA S/N",COLINAS DEL CIMATARIO,76090,QUERÉTARO,QUERÉTARO,82214396,16/05/2008,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
COSCAMI S.A. DE C.V.,BOTICA,AV. RIO MOCTEZUMA 176,SAN CAYETANO,76806,SAN JUAN  DEL RIO,QUERÉTARO,08 22 16 0397,17/06/2008,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
PUNTO FARMACÉUTICO,FARMACIA,PASEO DE LOS VIRREYES No. 95,VIRREYES,76175,QUERÉTARO,QUERÉTARO,822140399,23/06/2008,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,BEGONIAS,GEOPLAZAS II,76116,QUERÉTARO,QUERÉTARO,09 22 14 F-001,28/02/2009,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"CENTRO DE PROMOCION HUMANA INTEGRAL, A.C.",BOTICA,VICENTE GUERRERO NTE. No. 3,CENTRO,76000,QUERÉTARO,QUERÉTARO,09 22 14 B-003,24/03/2009,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMAOFERTAS,FARMACIA,JUAREZ No. 12 PTE.,CENTRO,76800,SAN JUAN  DEL RIO,QUERÉTARO,2216100273,27/04/2009,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
PURISIMA CONCEPCION,FARMACIA,"5 DE MAYO ESQ. ZARAGOZA S/N 
PURISIMA DE ARISTA",PURISIMA DE ARISTA,76400,ARROYO SECO,QUERÉTARO,400300012,19/07/2009,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
UNIDAD DE MEDICINA FAMILIAR DE ARROYO SECO ISSSTE,FARMACIA,2DA. PRIVADA  DE JUÀREZ S/N,CENTRO,76400,ARROYO SECO,QUERÉTARO,09 22 03 B-020,08/10/2009,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
UNIDAD DE MEDICINA FAMILIAR DE AZTECA ISSSTE,BOTICA,AV. TENOCH S/N,AZTECA,76080,QUERÉTARO,QUERÉTARO,09 22 14 B-012,08/10/2009,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
UNIDAD DE MEDICINA FAMILIAR DE CADEREYTA ISSSTE,FARMACIA,"CARR. SAN JUAN DEL RIO-
XILITLA",CADEREYTA DE MONTES,76500,CADEREYTA,QUERÉTARO,09 22 04 B-017,08/10/2009,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
UNIDAD DE MEDICINA FAMILIAR DE EZEQUIEL MONTES ISSSTE,FARMACIA,JUAREZ 126-B,COL. CENTRO,76650,EZEQUIEL MONTES,QUERÉTARO,09 22 07 B-011,08/10/2009,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
UNIDAD DE MEDICINA FAMILIAR DE JALPAN DE SERRA ISSSTE,FARMACIA,"NICOLAS BRAVO Y GALEANA 
S/N",LAS ALCANTARILLAS,76340,JALPAN,QUERÉTARO,09 22 09 B-019,08/10/2009,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
UNIDAD DE MEDICINA FAMILIAR DE PEDRO ESCOBEDO  ISSSTE,FARMACIA,AV. REVOLUCION 33,COL. CENTRO,76700,PEDRO ESCOBEDO,QUERÉTARO,09 22 12 B-016,08/10/2009,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
UNIDAD DE MEDICINA FAMILIAR DE SATELITE ISSSTE,BOTICA,ACCESO VI  S/N,ZONA INDUSTRIAL BENITO JUAREZ,76110,QUERÉTARO,QUERÉTARO,09 22 14 B-014,08/10/2009,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
UNIDAD DE MEDICINA FAMILIAR DE TEQUISQUIAPAN ISSSTE,FARMACIA,EMILIANO ZAPATA 68,AMP. ADOLFO LOPEZ MATEOS,76750,TEQUISQUIAPAN,QUERÉTARO,09 22 17 B-018,08/10/2009,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
UNIDAD DE MEDICINA FAMILIAR DE TOLIMAN ISSSTE,FARMACIA,"SAN PEDRO DE LOS 
EUCALIPTOS S/N",BARRIO DE LOS EUCALIPTOS,76600,TOLIMAN,QUERÉTARO,09 22 18 B-015,08/10/2009,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
UNIDAD DE MEDICINA FAMILIAR DEAJUCHITLAN ISSSTE,FARMACIA,"CARR. AJUCHITLAN KM. 2 S/N 
CASCO DE HACIENDA DE 
AJUCHITLAN",CASCO DE AJUCHITLAN,76280,COLÓN,QUERÉTARO,09 22 14 B-013,08/10/2009,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA GUADALUPANA,FARMACIA,"CARRETERA SAN JUAN DEL RIO -
XILITLA KM. 48",CENTRO,76500,CADEREYTA,QUERÉTARO,2204100258,20/07/2010,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA BARNIE,FARMACIA,PANAMERICANA 31 PTE,CENTRO,76700,PEDRO ESCOBEDO,QUERÉTARO,11 22 12 F-001,21/01/2011,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
BODEGA AURRERA SUC. EL TINTERO,FARMACIA,AV. REVOLUCION 413,CARRILLO PUERTO,76138,QUERÉTARO,QUERÉTARO,112214F-015,13/03/2011,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS DEL AHORRO SUCURSAL CERRITO,FARMACIA,"PROLONGACIÓN CORREGIDORA 
NORTE NO. 300",LA TRINIDAD,76166,QUERÉTARO,QUERÉTARO,11 22 14 F 0031,18/04/2011,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
BOTICA GRUPO MEDICO JAUREGUI,FARMACIA,"AV. 20 DE NOVIEMBRE No. 16,","CENTRO, SANTA ROSA JAUREGUI",76220,QUERÉTARO,QUERÉTARO,11 22 14 F 0014,26/07/2011,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"COMERCIALIZADORA Y ADMNISTRADORA DE NEGOCIOS GELD, 
S.A. DE C.V.",BOTICA,"PLAZA CAPUCHINAS No. 105 
ANEXO",PLAZAS DEL SOL 2DA. SECC,76099,QUERÉTARO,QUERÉTARO,11 22 14 B 066,29/11/2011,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIAS DEL AHORRO SUCURSAL ""MORELOS""",FARMACIA,CORREGIDORA NORTE 77,CENTRO,76000,QUERÉTARO,QUERÉTARO,12 22 14 F 001,05/01/2012,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS MÉXICO ( SUCURSAL DEL AHORRO),FARMACIA,MORELOS 140,CENTRO,76850,AMEALCO,QUERÉTARO,12 22 01 F 002,17/01/2012,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA DEL HOSPITAL GENERAL SAN JUAN DEL RIO,BOTICA,2 DE JULIO No. 422 FRACCION 3,SAGRADO CORAZON,76805,SAN JUAN  DEL RIO,QUERÉTARO,12 22 16 B 003,18/01/2012,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,CAMINO REAL No. 199,COLINAS DEL SUR,76904,CORREGIDORA,QUERÉTARO,12 22 14 F 004,02/02/2012,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CASA HOGAR SAN PABLO,FARMACIA,"PLAYA ANGEL ESQ. PALAYA 
MOCAMBO",DESARROLLO SAN PABLO,76130,QUERÉTARO,QUERÉTARO,12 22 14 B 005,08/02/2012,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
EL PASTILLERO,FARMACIA,"CARR. FEDERAL SJR-XILITLA  
S/N",CENTRO,76340,JALPAN,QUERÉTARO,12 22 09 F 006,18/04/2012,"ESTUPEFACIENTES, PSICOTROPICOS Y BIOLOGICOS ( VACUNAS)"
FARMACIA  FARMA EXPRESS,FARMACIA,"CARR. FEDERAL SJR-XILITLA  
S/N",CENTRO,76340,JALPAN,QUERÉTARO,12 22 09 F 007,18/04/2012,PSICOTROPICOS Y ESTUPEFACIENTES
FARMACIA Y CENTRO PAÑALERO YOLITZY,FARMACIA,SAN NICOLAS S/N,CENTRO,76340,JALPAN,QUERÉTARO,12 22 09 F 008,18/04/2012,PSICOTROPICOS Y ESTUPEFACIENTES
