"FARMACIAS BENAVIDES SUC. 
FIESTA.",FARMACIA,ALVARO OBREGON #570.,CENTRO.,84000,NOGALES,SONORA,26-043-09-0098,06-nov.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
VILLA SONORA.",FARMACIA,"ALVARO OBREGON #4142 L-104 
E/BLVD. DEL 
RAQUET 
Y VILLA SONORA.",NUEVO NOGALES.,84092,NOGALES,SONORA,26-043-09-0124,30-nov.-10,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
CAMPILLO.",FARMACIA,CAMPILLO #57.,FUNDO LEGAL.,84000,NOGALES,SONORA,26-043-09-0102,04-dic.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. REAL 
DEL ARCO.",FARMACIA,"AVE. TECNOLOGICO #941 E/BLVD. EL 
GRECO Y AVE. ATENAS.",EL GRECO.,84066,NOGALES,SONORA,26-043-09-0088,17-abr.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. SAN 
CARLOS.",FARMACIA,"AVE. DE LOS 
NOGALES #332 
E/BLVD. SAN FRANCISCO
 Y CIRCUNVALACION.",SAN CARLOS.,84090,NOGALES,SONORA,26-043-09-0105,06-may.-08,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA BEST PRICE.,FARMACIA,"CAMPILLO #115 E/
OBREGON Y 
CJON. HIDALGO.",CENTRO.,84000,NOGALES,SONORA,26-043-09-0084,30-nov.-06,PSICOTRÒPICOS (GRUPO II Y III)
"FARMACIA BENAVIDES SUC. LOS 
ARCOS.",FARMACIA,ALVARO OBREGON #1220.,CENTRO.,84000,NOGALES,SONORA,26-043-09-0101,04-dic.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA BENAVIDES SUC. LEY 
GRECO.",FARMACIA,ALVARO OBREGON #2294.,CENTRO.,84000,NOGALES,SONORA,26-043-09-0100,29-nov.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA BENAVIDES SUC. LOS 
ARCOS.",FARMACIA,"AVE. ALVARO OBREGON NO. 122O 
ESQ.",CENTRO.,84000,NOGALES,SONORA,26-043-09-0028,15-oct.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL,L 
HEMODERIVADOS."
FARMACIA BENAVIDES SUC. NIZA.,FARMACIA,"AVE. JOHN F. KENNEDY #80 E/FRAY 
MARCOS DE NIZA Y TERMOPILAS.",KENNEDY.,84063,NOGALES,SONORA,26-043-09-0155,06-feb.-14,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
PASEO 
DE LOS MAESTROS.",FARMACIA,"AVE. DE LOS MAESTROS LOTE 8 
MANZANA 19 LOC-1 Y 2 AVE. EL 
MIRADOR.",VILA BONITA 2.,84064,NOGALES,SONORA,26-043-09-0157,08-jul.-14,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA DEL CENTRO MÉDICO DE 
SONORA.",BOTICA,"ANA G. GUEVARA #71 
ALTOS E/
VENUSTIANO CARRANZA
 Y  AVE. OBREGON.",MODERNA.,84055,NOGALES,SONORA,26-043-10-0014,19-feb.-13,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL."
FARMACIA CHARBEL.,FARMACIA,"PATRAS #123 E/PIRGOS Y BLVD. 
TRIPOLI.",GRECO.,84094,NOGALES,SONORA,26-043-09-0081,18-sep.-06,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES,  
SUEROS DE ORIGEN ANMAL, ANTITTOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
BOTICA COMERCIAL TRES EN UNO.,BOTICA,CAMPILLO NO.73.,CENTRO.,84000,NOGALES,SONORA,26-043-10-0008,12-abr.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
BOTICA CEJAIM.,FARMACIA,"VAZQUEZ #179 ESQ. CON 
INGENIEROS.",FUNDO LEGAL.,84009,NOGALES,SONORA,26-043-09-0114,13-jul.-09,PSICOTRÒPICOS (GRUPO II Y III).
FARMACIA CONTINENTAL.,FARMACIA,"AVE. OBREGON #98 LOCAL 1 
E/OCHOA Y OBREGON.",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0110,12-nov.-08,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES."
FARMACIAS C.V. SUC. ALAMO.,FARMACIA,AVE. ALVARO OBREGON #1245-B.,MODERNA.,84055,NOGALES,SONORA,26-043-09-0069,07-ene.-05,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA CON VIDA SUC. C.V. 
PETROLEOS.",FARMACIA,AVE. OBREGON NO. 1488.,MODERNA.,84055,NOGALES,SONORA,26-043-09-044,19-sep.-03,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA CADENA.,FARMACIA,CAMPILLO NO. 115.,FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0045,06-nov.-03,PSICOTRÒPICOS (GRUPO II Y III).
FARMACIA CRISTY.,FARMACIA,AVE. ALVARO OBREGON NO. 893.,BOLIVAR.,84060,NOGALES,SONORA,26-043-09-0029,28-oct.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
FARMACIA CON VIDA SUC PALACIO.,FARMACIA,"AVE. OBREGON #352, LOCAL 1.",CENTRO.,84000,NOGALES,SONORA,26-043-09-0061,07-oct.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL",MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), (PSICOTRÓPICOS  II, 
III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
FARMACIA CON VIDA SUC. CANAL.,FARMACIA,PLUTARCO ELIAS CALLES #864 L-6.,MUNICIPAL.,84035,NOGALES,SONORA,26-043-09-0063,07-oct.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
DESERT`S PHARMACY.,FARMACIA,"AVE. ALVARO OBREGON #77 
E/CAMPILLO
 Y LOPEZ MATEOS.",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0107,24-jul.-08,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
FARMACIA DON BOSCO.,FARMACIA,PESQUEIRA NO. 2.,FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0112,27-nov.-08,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA
 DEL ROSARIO.",FARMACIA,INDEPENDENCIA #386.,DEL ROSARIO.,84020,NOGALES,SONORA,26-043-09-0007,23-mar.-01,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA DE DIOS.,FARMACIA,CAMPILLO #123.,CENTRO.,84000,NOGALES,SONORA,26-043-09-0060,23-sep.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA DEL NIÑO II.,FARMACIA,MACLOVIO HERRERA #174 L-2.,BOLIVAR.,84060,NOGALES,SONORA,26-043-09-0080,28-jul.-06,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA DEL NIÑO.,FARMACIA,AVE. ALVARO OBREGON NO. 149.,FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0074,13-abr.-05,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA DEL NORTE.,FARMACIA,"ALVARO OBREGON #668 
E/ESCOBEDO Y LATINOS.",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0147,08-feb.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA ESTRELLA.,FARMACIA,"PESQUEIRA #40 LOC-B E/CAMPILLO E 
INTERNACIONAL.",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0140,21-jun.-12,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
EL FENIX DE TIJUANA S.A. DE C.V.,FARMACIA,AVE. OBREGON 353.,CENTRO.,84000,NOGALES,SONORA,26-043-09-0027,15-oct.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA 
ESTRELLA MAGNA.",FARMACIA,AV. ALVARO OBREGON NO. 65-A.,CENTRO.,84000,NOGALES,SONORA,26-043-09-0013,05-jul.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
EL FENIX DE TIJUANA S.A. DE C.V.,FARMACIA,LOPEZ MATEOS Y PIERSON NO. 164.,CENTRO.,84000,NOGALES,SONORA,26-043-09-0015,05-jul.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS ESPECIALIZADAS SUC. 
NOGALES.",FARMACIA,"AVE. ALVARO OBREGON #684  
E/ESCOBEDO Y LAZZARO 
CARDENAS.",CENTRO.,84000,NOGALES,SONORA,26-043-09-0104,31-mar.-08,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMAPRONTO.,FARMACIA,"OBREGON #548 E/CALLEJON RAMOS 
Y ABELARDO L. 
RODRIGUEZ.",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0166,20-ago.-15,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA FRONTERA.,FARMACIA,"PESQUEIRA #34 E/INTERNACIONAL Y 
CAMPILLO.",CENTRO.,84000,NOGALES,SONORA,26-043-09-0132,22-jul.-11,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA F.C.D.,FARMACIA,PESQUEIRA NO. 43,CENTRO.,84000,NOGALES,SONORA,26-043-09-0047,12-nov.-03,PSICOTRÒPICOS (GRUPO II Y III).
DROGUERIA GUADALUPANA.,FARMACIA,AVE. OBREGON 1740,MODERNA.,84000,NOGALES,SONORA,26-043-09-0022,28-ago.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
"BOTICA DEL HOSPITAL GENERAL 
DE ZONA #5.",BOTICA,AVE. OBREGON Y ESCOBEDO #756.,CENTRO.,84000,NOGALES,SONORA,26-043-10-0002,10-abr.-02,"ESTUPEFACIENTES (GRUPO I), ESTUPEFACIENTES (GRUPO III Y III)."
BOTICA HOSPITAL DEL SOCORRO.,BOTICA,CALLE HERMOSILLO #425.,GRANJA.,84065,NOGALES,SONORA,26-043-10-0001,28-ene.-02,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA DEL HOSPITAL GENERAL 
DE NOGALES.",BOTICA,DR. FRANCISCO ARRIOLA 1227.,MODERNA.,84055,NOGALES,SONORA,26-043-10-0009,22-jun.-04,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA DE LA CLINICA HOSPITAL 
KALITEA.",BOTICA,"ACROPOLIS #25 E/AVE. JOHN F. 
KENNEDY 
Y HERCULES.",KENNEDY.,84063,NOGALES,SONORA,26-043-10-0017,08-ago.-13,"ETUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III)."
BOTICA I.S.S.S.T.E.,BOTICA,"BLVD. DEL ENSUEÑO #24 Y 
PORTUGAL.",LOMAS DE FATIMA.,84020,NOGALES,SONORA,26-043-10-0012,14-jul.-11,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA DE LA CLINICA HOSPITAL 
ISSSTESON DE NOGALES.",BOTICA,"BLVD. LOS ALAMOS #520 E/BLVD. 
LOS ALAMOS Y PORTALES.",PUEBLO NUEVO.,84080,NOGALES,SONORA,26-043-10-0018,28-oct.-15,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
BOTICA CLINICA U.M.F. NO. 64.,BOTICA,ECLIPSE #12.,PARQUE INDUSTRIAL.,84094,NOGALES,SONORA,26-043-10-0010,31-jul.-06,PSICOTRÒPICOS (GRUPO II Y III).
BOTICA ISSSTESON NOGALES.,BOTICA,"ALVARO OBREGON #636-5 
E/NGENIEROS Y VICTOR HUGO,",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-10-0016,21-jun.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
FARMACIA JUAREZ.,FARMACIA,AVE. OBREGON #1488-4B.,MODERNA.,84055,NOGALES,SONORA,26-043-09-0057,23-jul.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA LA PLAZA II.,FARMACIA,"PLUTARCO ELIAS CALLES #864 L-6
 ESQ. 5 DE FEBRERO.",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0134,08-'09-11,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL",MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), (PSICOTRÓPICOS  II, 
III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
FARMACIA LA PLAZA.,FARMACIA,"PESQUEIRA #42-B S/N E/CAMPILLO
 E INTERNACONAL.",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0149,21-feb.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA LA CAMPANA.,FARMACIA,CALLE PORFIRIO DIAZ NO. 93.,CENTRO.,84000,NOGALES,SONORA,26-043-09-0026,02-oct.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA LAS PIRAMIDES.,FARMACIA,CAMPILLO NO. 115.,CENTRO.,84000,NOGALES,SONORA,26-043-09-0030,13-ene.-03,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA LA CAMPANA DE JESUS.,FARMACIA,AVE. LOPEZ MATEOS NO. 188.,CENTRO.,84000,NOGALES,SONORA,26-043-09-0031,13-ene.-03,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA MEDIX.,FARMACIA,AVE. OBREGON #185 LOCAL 1.,CENTRO.,84000,NOGALES,SONORA,26-043-10-0005,21-jun.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA MEXICO.,FARMACIA,AVE. OBREGON 1728.,DEL VALLE.,84070,NOGALES,SONORA,26-043-09-0039,14-abr.-03,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"DROGUERIA MARGARITA 24 HORAS 
SUC. NOGALES.",DROGUERIA,"ALVARO OBREGON #832 
E/ESCOBEDO Y 
5 DE FEBRERO.",FUNDO LEGAL.,84060,NOGALES,SONORA,26-043-11-0002,12-ago.-15,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA MEDIX  PLUS.,FARMACIA,"FRANCISCO ARRIOLA #1258-A E/
AVE. TECNOLOGICO Y IGNACIO 
RAMIREZ.",MODERNA.,84055,NOGALES,SONORA,26-043-09-0113,16-ene.-09,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"MEGA FARMACIAS DEL NORTE S. 
DE R.L. DE C.V.",FARMACIA,"PESQUEIRA #27 
E/CAMPILLO
 E INTERNACIONAL.",CENTRO.,84000,NOGALES,SONORA,26-043-09-0109,12-sep.-08,PSICOTRÒPICOS (GRUPO II Y III).
FARMACIA MIS ANGELES.,FARMACIA,"BENJAMIN HILL #510-A E/DEL PINO Y 
BASERAC.",PUEBLO NUEVO.,84085,NOGALES,SONORA,26-043-09-0093,06-sep.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
"MEGA FARMACIAS DEL NORTE S. 
DE R.L. DE C.V.",FARMACIA,"PESQUEIRA EDIF. PRONAF #5 Y 
CAMPILLO.",CENTRO.,84000,NOGALES,SONORA,26-043-09-0068,05-mar.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, HEMODERIVADOS."
FARMACIA MEXICO.,FARMACIA,"AVE. OBREGON #1728 E/PINO 
SUAREZ Y EJERCITO NACIONAL.",MODERNA.,84055,NOGALES,SONORA,26-043-09-0082,22-nov.-06,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA Y MD.,FARMACIA,PROLONGACION VILLA SONORA #84.,NUEVO NOGALES.,84000,NOGALES,SONORA,26-043-09-0050,12-may.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
FARMACIA NOGALES.,FARMACIA,AVE. OBREGON #50 Y CAMPILLO.,FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0087,26-mar.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
FARMACIA NOGALES 2.,FARMACIA,"CAMPILLO NO. 30 ESQ. CON 
PESQUEIRA.",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0046,07-nov.-03,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES."
FARMACIA OBREGON.,FARMACIA,"AVE. ALVARO OBREGON #954 
E/JESUS
SIQUEIROS Y 
27 DE AGOSTO.",BOLIVAR.,84060,NOGALES,SONORA,26-043-09-0141,11-jul.-12,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA SALUD TOTAL.,FARMACIA,"AVE. TECNOLOGICO #241 L-1 
E/HERMOSILLO Y ANAG. GUEVARA.",GRANJA.,84065,NOGALES,SONORA,26-043-09-0168,25-mar.-16,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA SAN JOSE.,FARMACIA,"AVE. ALVARO OBREGON #1237 
E/IGNACIO RAMIREZ Y PROF. LUIS G.",MODERNA.,84055,NOGALES,SONORA,26-043-09-0078,12-jul.-06,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
FARMACIA SAN PEDRO II.,FARMACIA,"CAMPILLO #61 E/OBREGON Y 
JUAREZ.",CENTRO.,84000,NOGALES,SONORA,26-043-09-0085,05-mar.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
BOTICA SANTA FE.,BOTICA,AVE. OBREGON NO. 182 LOCAL 3.,FUNDO LEGAL.,84000,NOGALES,SONORA,26-043-10-0006,08-jul.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
"FARMACIA SANTAFE SUC. TEC. 
NOGALES.",FARMACIA,"AVE. INSTITUTO TECNOLOGICO #951 
Y BLVD. EL GRECO.",EL GRECO.,84066,NOGALES,SONORA,26-043-09-0152,31-may.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA SAN JORGE II.,FARMACIA,"ALVARO OBREGON #50 E/CAMPILLO 
E INTERNACIONAL.",FUNDO LEGAL.,84030,NOGALES,SONORA,26-043-09-0158,24-sep.-14,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA SAN JORGE V.,FARMACIA,"AVE. ALVARO OBREGON #1108-A 
PLAZA MAS.",OBRERA.,84048,NOGALES,SONORA,26-043-09-0156,25-abr.-14,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA SAN JORGE VI.,FARMACIA,"AVE. OBREGON #1245 LOC-F 
E/IGNACIO 
RAMIREZ Y 
AVE. TECNOLOGICO.",MUNICIPAL.,84035,NOGALES,SONORA,26-043-09-0139,29-may.-15,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA SAN JORGE X.,FARMACIA,"PESQUEIRA #6 E/CAMPILLO E 
INTERNACIONAL.",NOGALES CENTRO.,84000,NOGALES,SONORA,26-043-09-0163,29-may.-15,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
