ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
FARMACIA SMART TORRES,FARMACIA,AV. DE LAS TORRES Nº 1590,PARQUE IND. INTERMEX,32573,JUÁREZ,CHIHUAHUA,08037090126,04/02/2004,PSICOTRÓPICOS
FARMACIA S-MART HENEQUEN,FARMACIA,HENEQUEN Nº 1651,SALVACAR,32699,JUÁREZ,CHIHUAHUA,08037090127,04/02/2004,PSICOTRÓPICOS
FARMACIA JIMENEZ Nº 6,FARMACIA,FRANCISCO SARABIA Nº 326,CHAVEÑA,32060,JUÁREZ,CHIHUAHUA,08037090128,06/02/2004,PSICOTRÓPICOS
FARMACIA JIMENEZ Nº 3,FARMACIA,"BLVD. OSCAR FLORES 
SANCHEZ Nº",LOMAS DE SAN JOSE,32680,JUÁREZ,CHIHUAHUA,08037090129,09/02/2004,TOXOIDES
FARMAHORRO,FARMACIA,AV. DE LA RAZA Nª 4946,EL COLEGIO,32350,JUÁREZ,CHIHUAHUA,08037090130,09/02/2004,PSICOTRÓPICOS
FARMAHORRO,FARMACIA,AV. GOMEZ MORIN Nº 7950,AMPL. CAMPESTRE,32040,JUÁREZ,CHIHUAHUA,08037090131,09/02/2004,PSICOTRÓPICOS
FARMACIA DEL RIO DE JUAREZ,FARMACIA,"AV. LINCOLN Y MALECON S/N 
LOC.",CORDOVA AMERICAS,32310,JUÁREZ,CHIHUAHUA,08037090132,19/02/2004,PSICOTRÓPICOS
FARMACIA SAN ANTONIO,FARMACIA,"INSURGENTES Nº 2110 
ORIENTE",EX HIPODROMO,32330,JUÁREZ,CHIHUAHUA,08037090133,19/02/2004,PSICOTRÓPICOS
FARMACIA ALDANA,FARMACIA,UGARTE Nº 244,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090134,19/02/2004,PSICOTRÓPICOS
FARMACIA L' PETIT,FARMACIA,"PEDRO S, VARELA Nº 3006-14",LA PLAYA,32310,JUÁREZ,CHIHUAHUA,08037090135,19/02/2004,PSICOTRÓPICOS
FARMACIA EL FENIX,FARMACIA,"A. 16 DE SEPT. PTE. ESQ. 
CALLE",CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090136,19/02/2004,PSICOTRÓPICOS
FARMACIA DEL PUEBLO,FARMACIA,RAMON RAYON Nº 158,MORELOS,32550,JUÁREZ,CHIHUAHUA,08037090137,19/02/2004,PSICOTRÓPICOS
FARMACIA VIBAR,FARMACIA,"AV. VICENTE GUERRERO Nº 
426 PT",ZONA CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090138,19/02/2004,PSICOTRÓPICOS
FARMACIA ANGELICA,FARMACIA,AV. DE LOS AZTECAS Nº 7487,AZTECA,32540,JUÁREZ,CHIHUAHUA,08037090139,19/02/2004,PSICOTRÓPICOS
FARMACIA NACIONAL,FARMACIA,"AV. 16 DE SEPTIEMBRE Nº 
2800",DEL CARMEN,32160,JUÁREZ,CHIHUAHUA,08037090140,20/02/2004,PSICOTRÓPICOS
FARMACIA SMART OASIS,FARMACIA,"BLVD. OSCAR FLORES 
SANCHEZ Nº",PARQUE IND. ZARAGOZA,32000,JUÁREZ,CHIHUAHUA,08037090141,20/02/2004,PSICOTRÓPICOS
FARMACIA REVOLUCION,FARMACIA,"GENERAL ALVARO OBREGON 
Nº 2193",EMILIANO ZAPATA,32160,JUÁREZ,CHIHUAHUA,08037090142,20/02/2004,PSICOTRÓPICOS
"FARMACIA SORIANA, SUC. ZARAGOZA",FARMACIA,"BLVD. OSCAR FLORES Nº 6751 
SUR",NUEVO HIPODROMO,32674,JUÁREZ,CHIHUAHUA,08037090143,20/02/2004,PSICOTRÓPICOS
"FARMACIA DEL AHORRO DE CHIHUAHUA, SUC. UNIVERSIDAD",FARMACIA,AV. UNIVERSIDAD Nº 2709,SAN FELIPE,31230,CHIHUAHUA,CHIHUAHUA,08019090096,20/02/2004,PSICOTRÓPICOS
FARMACIA DE LA UNIDAD DE MEDICINA FAMILIAR Nº 33,FARMACIA,"OCAMPO Y ARROYO DE LOS 
PERROS",CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090097,05/03/2004,PSICOTRÓPICOS
"BOTICA COMPLEJO ASISTENCIAL CLINICA SANTA TERESITA, A. 
C.",BOTICA,PARROQUIA S/N,CENTRO,33200,BOCOYNA,CHIHUAHUA,08009100003,08/03/2004,PSICOTRÓPICOS
"FARMACIA SORIANA, SUC. SAN LORENZO",FARMACIA,"PASEO TRIUNFO DE LA 
REPUBLICA",SAN LORENZO,32320,JUÁREZ,CHIHUAHUA,08037090144,08/03/2004,PSICOTRÓPICOS
FARMACIA MIRIAM,FARMACIA,AGUSTIN GALLO Nº 7655 SUR,LOS ALCADES,36596,JUÁREZ,CHIHUAHUA,08037090145,08/03/2004,TOXOIDES
FARMACIA LILIANA,FARMACIA,CARTAGENA Nº 5858,EL MIRADOR,32260,JUÁREZ,CHIHUAHUA,08037090146,08/03/2004,PSICOTRÓPICOS
FARMACIA LLAMAS Nº 1,FARMACIA,MITLA Nº 5546,FRACC. DEL REAL,32600,JUÁREZ,CHIHUAHUA,08037090147,08/03/2004,PSICOTRÓPICOS
"FARMACIA DEL RIO DE JUAREZ,",FARMACIA,"CARRETERA INTERNACIONAL 
WATERF",ZARAGOZA,32550,JUÁREZ,CHIHUAHUA,08037090148,08/03/2004,PSICOTRÓPICOS
FARMACIA CASETA,FARMACIA,AV. CRUZ REY S/N,POBLADO,32741,GUADALUPE,CHIHUAHUA,08028090001,08/03/2004,PSICOTRÓPICOS
FARMACIA  SUPERMERCADO GONZALEZ DE ALTAVISTA,FARMACIA,ACACIAS Nº 762,BELLAVISTA,32120,JUÁREZ,CHIHUAHUA,08037090149,08/03/2004,PSICOTRÓPICOS
"FARMACIA SORIANA, SUC. LAS TORRES",FARMACIA,AV. LAS TORRES Nº 2111,TORRE DEL SOL,32570,JUÁREZ,CHIHUAHUA,08037090150,08/03/2004,PSICOTRÓPICOS
"FARMACIA FARMACOS ESPECIALIZADOS, S. A. DE C. V.",FARMACIA,AV. DE LAS AMERICAS Nº 220,MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090151,08/03/2004,PSICOTRÓPICOS
FARMACIA SUPERMERCADO GONZALEZ DE ALTAVISTA,FARMACIA,LIBERTAD Nº 2502,CHAVEÑA,32060,JUÁREZ,CHIHUAHUA,08037090152,08/03/2004,PSICOTRÓPICOS
FARMACIA HIDALGO DE DESCUENTO,FARMACIA,AV. HIDALGO Nº 200,CENTRO,32740,GUADALUPE,CHIHUAHUA,08028090002,08/03/2004,PSICOTRÓPICOS
FARMACIA SUPERMERCADO GONZALEZ DE ALTAVISTA,FARMACIA,"CARR. JUAREZ PORVENIR Nº 
356","ZARAGOZA, D. B.",32570,JUÁREZ,CHIHUAHUA,08037090153,08/03/2004,PSICOTRÓPICOS
FARMACIA SAN IGNACIO,FARMACIA,"MORELOS ESQ. ISIDRO 
ACOSTA S/N",CENTRO,32780,PRAXEDIS G. GUERRERO,CHIHUAHUA,08053090001,08/03/2004,PSICOTRÓPICOS
"FARMACIAS DE VANGUARDIA, S. A. DE C. V.",FARMACIA,"AV. 16 DE SEPTIEMBRE Nº 337 
LO",CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090154,08/03/2004,TOXOIDES
FARMACIA DEL PILAR,FARMACIA,"AV. PLUTARCO ELIAS CALLES 
Nº 3",MONUMENTAL,32310,JUÁREZ,CHIHUAHUA,08037090155,18/03/2004,PSICOTRÓPICOS
FARMACIA NOGALES PRINCIPAL,FARMACIA,"RUBEN POSADA POMPA Nº 
2420 OTE",MELCHOR OCAMPO,32380,JUÁREZ,CHIHUAHUA,08037090156,18/03/2004,PSICOTRÓPICOS
FARMACIA SMART LIBRAMIENTO,FARMACIA,"BLVD. INDEPENDENCIA Nº 
1511","ZARAGOZA, D. B.",32570,JUÁREZ,CHIHUAHUA,08037090157,18/03/2004,TOXOIDES
FARMACIA JIMENEZ,FARMACIA,"RAFAEL VELARDE Y JUAN J. 
MENDE",MONTERREY,32070,JUÁREZ,CHIHUAHUA,08037090158,18/03/2004,PSICOTRÓPICOS
FARMACIA OBRERA,FARMACIA,"BLVD. MANUEL GOMEZ 
MORIN Nº 15",FIDEL AVILA,32540,JUÁREZ,CHIHUAHUA,08037090159,18/03/2004,TOXOIDES
FARMACIA FATIMA,FARMACIA,AV. GRANJERO Nº 7022-2,FRACC. OASIS,32690,JUÁREZ,CHIHUAHUA,08037090160,18/03/2004,PSICOTRÓPICOS
FARMACIA JARDIN,FARMACIA,AV. SAN FELIPE Nº 1006-B,SAN FELIPE,31240,CHIHUAHUA,CHIHUAHUA,08048090006,23/03/2004,TOXOIDES
FARMACIA DEL IMSS / U.M.F Nº 2,FARMACIA,"TERCERA Y MONTES DE OCA 
S/N",NOMBRE DE DIOS,31110,CHIHUAHUA,CHIHUAHUA,08019090098,23/03/2004,PSICOTRÓPICOS
FARMACIA AVENIDA,FARMACIA,BENITO JUAREZ Nº 810,CENTRO,31890,BUENAVENTURA,CHIHUAHUA,08010090006,24/03/2004,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. CUAUHTEMOC",FARMACIA,AV. MORELOS Nº 500,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090029,26/03/2004,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. PARQUE LERDO",FARMACIA,"AV. MELCHOR OCAMPO Nº 
1802-A",CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090053,29/03/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. DIV. DEL NORTE",FARMACIA,DIVISION DEL NORTE Nº 200,SAN FELIPE,31240,CHIHUAHUA,CHIHUAHUA,08019090056,29/03/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. NUEVA ESPAÑA",FARMACIA,AV. NUEVA ESPAÑA Nº 2400,DIVISION DEL NORTE,31095,CHIHUAHUA,CHIHUAHUA,08019090082,29/03/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. LA SIERRA",FARMACIA,SILVESTRE TERRAZAS Nº 9000,LOS PINOS,31416,CHIHUAHUA,CHIHUAHUA,08019090054,29/03/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. LIBERTAD",FARMACIA,LIBERTAD Nº 321,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090055,29/03/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. MIRADOR",FARMACIA,MIRADOR Nº 5900,RESIDENCIAL CAMPESTRE  I,31238,CHIHUAHUA,CHIHUAHUA,08019090051,29/03/2004,HEMODERIVADOS
FARMACIA EL FENIX,FARMACIA,"AV. 16 DE SEPTIEMBRE Y AV. 
DE",LAS MARGARITAS,32690,JUÁREZ,CHIHUAHUA,08037090164,29/03/2004,PSICOTRÓPICOS
FARMACIA TLAXCALA,FARMACIA,"AV. HNOS ESCOBAR Nº 2298, 
ESQ.",MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090161,29/03/2004,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. DELICIAS",FARMACIA,3a. NORTE Nº 300,CENTRO,33000,DELICIAS,CHIHUAHUA,08021090008,30/03/2004,HEMODERIVADOS
"FARMACIA NUEVA WAL MART DE MEXICO, S. DE R. L. DE C. V.",FARMACIA,"PERIFERICO DE LA JUVENTUD 
Nº 2",HACIENDAS DEL VALLE,31128,CHIHUAHUA,CHIHUAHUA,08019090009,31/03/2004,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. JIMENEZ",FARMACIA,INDEPENDENCIA Nº 600,CENTRO,33980,JIMÉNEZ,CHIHUAHUA,08036090005,31/03/2004,HEMODERIVADOS
FARMACIA AMBERES,FARMACIA,24 Nº 2115-A,MIRADOR,31270,CHIHUAHUA,CHIHUAHUA,08019090102,31/03/2004,ANTITOXINAS DE ORIGEN ANIMAL
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. ALDAMA Y 
QUINTA",FARMACIA,ALDAMA Nº 505,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090050,12/04/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. LAGOS",FARMACIA,AV. TECNOLOGICO Nº 6910,LAGOS,31100,CHIHUAHUA,CHIHUAHUA,08019090049,12/04/2004,ESTUPEFACIENTES
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. REGIS",FARMACIA,RIO SAN PEDRO Nº 100,CENTRO,33000,DELICIAS,CHIHUAHUA,08021090011,12/04/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. CHIHUAHUA 
2000",FARMACIA,FEDOR DOSTOYEVSKY Nº 706,LAS ALAMEDAS,31109,CHIHUAHUA,CHIHUAHUA,08019090052,12/04/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. MEOQUI",FARMACIA,HIDALGO Nº 202,CENTRO,33130,MEOQUI,CHIHUAHUA,08045090002,12/04/2004,HEMODERIVADOS
FARMACIA LA FE,FARMACIA,AV. RIO CONCHOS Nº 509,CENTRO,33000,DELICIAS,CHIHUAHUA,08021090012,12/04/2004,PSICOTRÓPICOS
FARMACIA LA FE,FARMACIA,AV. 7a. Nº 89,CENTRO,33620,SAUCILLO,CHIHUAHUA,08062090001,12/04/2004,PSICOTRÓPICOS
FARMACIA CLINICA PANAMERICANA,FARMACIA,"ANTONIO DE MONTES Nº 
6906",PANAMERICA,31200,CHIHUAHUA,CHIHUAHUA,08019090103,13/04/2004,PSICOTRÓPICOS
FARMACIA CAMPANARIO,FARMACIA,AV. MORELOS Y 15 Nº 1528,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090030,26/04/2004,TOXOIDES
"FARMACIAS DEL TEMPLO DE CUAUHTEMOC, S. A. DE C. V.",FARMACIA,MORELOS Nº 1705,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090031,26/04/2004,VACUNAS
"FARMACIAS DEL TEMPLO DE CUAUHTEMOC, S. A. DE C. V.",FARMACIA,CUARTA Nº 333,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090032,26/04/2004,TOXOIDES
FARMACIA ALEJANDRA,FARMACIA,HIDALGO Nº 56,CENTRO,31920,IGNACIO ZARAGOZA,CHIHUAHUA,08034090002,26/04/2004,ANTITOXINAS DE ORIGEN ANIMAL
FARMACIA CRISTO REY,FARMACIA,SECTOR CENTRO Nº 153,SAN RAFAEL,33430,URIQUE,CHIHUAHUA,08065090001,07/05/2004,PSICOTRÓPICOS
FARMACIA BOTICA CENTRAL SUCURSAL JUAREZ,FARMACIA,"PASEO TRIUNFO DE LA 
REPUBLICA",PARTIDO MANUEL DOBLADO,32330,JUÁREZ,CHIHUAHUA,08037090162,07/05/2004,PSICOTRÓPICOS
DISTRIBUIDORA MEDICA BELAR,DROGUERIA,"AV. RIO CONCHOS Nº 419 
PTE.",CENTRO,33000,DELICIAS,CHIHUAHUA,08021110001,07/05/2004,ANTITOXINAS DE ORIGEN ANIMAL
FARMACIA ROXY,FARMACIA,"AV. PEDRO ROSALES DE LEON 
Nº 6",FRACC. VILLA HERMOSA,32510,JUÁREZ,CHIHUAHUA,08037090198,17/05/2004,PSICOTRÓPICOS
FARMACIA DEL HOSPITAL GENERAL DE ZONA Nº 6,FARMACIA,"ANILLO ENVOLVENTE DEL 
PRONAF N",ZONA PRONAF,32310,JUÁREZ,CHIHUAHUA,08037090163,27/05/2004,PSICOTRÓPICOS
FARMACIA EL FENIX,FARMACIA,"AV. HERMANOS ESCOBAR Y 
AMERICA",LAS MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090165,27/05/2004,PSICOTRÓPICOS
FARMACIA SAN JOSE,FARMACIA,MANUEL SAENZ Nº 802,CENTRO,31680,GUERRERO,CHIHUAHUA,08031090006,31/05/2004,PSICOTRÓPICOS
FARMACIA GRECIA,FARMACIA,CALLE GRECIA Nº 1826,SAN ANTONIO,32250,JUÁREZ,CHIHUAHUA,08037090166,31/05/2004,PSICOTRÓPICOS
FARMACIA DEL CAMPO Nº 67,FARMACIA,"DOMICILIO CONOCIDO, 
CAMPO Nº 6",OJO DE LA YEGUA,31500,RIVA PALACIO,CHIHUAHUA,08054090001,14/06/2004,PSICOTRÓPICOS
FARMACIA LA PRINCIPAL,FARMACIA,"CAMPO 6 1/2, KM. 21",CAMPOS MENONITAS,31608,CUAUHTEMOC,CHIHUAHUA,08017090033,14/06/2004,PSICOTRÓPICOS
FARMA BODEGA,FARMACIA,"AV. VICENTE GUERRERO Nº 
4450,",CENTRO,32340,JUÁREZ,CHIHUAHUA,08037090168,14/06/2004,TOXOIDES
FARMAHORRO,FARMACIA,AV. LOPEZ MATEOS Nº 424,EL COLEGIO,32040,JUÁREZ,CHIHUAHUA,08037090169,14/06/2004,PSICOTRÓPICOS
FARMACIA LA CONFIANZA,FARMACIA,"FRANCISCO JAVIER MINA Nº 
447 P",CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090170,15/06/2004,PSICOTRÓPICOS
"SANBORN HERMANOS, S. A.",FARMACIA,"PASEO TRIUNFO DE LA 
REPUBLICA",CIRCUITO PRONAF,32310,JUÁREZ,CHIHUAHUA,08037090171,15/06/2004,PSICOTRÓPICOS
FARMACIA BURCIAGA,FARMACIA,"FRANCISCO PROVENCIO Y 
ZARAGOZA",CENTRO,32740,GUADALUPE,CHIHUAHUA,08028090003,15/06/2004,PSICOTRÓPICOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. CASAS GRANDES",FARMACIA,AV. 5 DE MAYO Nº 400,CENTRO,31700,NUEVO CASAS GRANDES,CHIHUAHUA,08050090008,28/06/2004,PSICOTRÓPICOS
"FARMACIA BOTICA CENTRAL, SUC. PLAZA GALERIAS",FARMACIA,"PERIFERICO ORTIZ MENA Y 
ANTONI",UNIDAD PRESIDENTES,31234,CHIHUAHUA,CHIHUAHUA,08019090105,09/07/2004,PSICOTRÓPICOS
FARMACIA PANORAMICO,FARMACIA,JOSE MA. IGLESIAS Nº 5525,PANORAMICO,31140,CHIHUAHUA,CHIHUAHUA,08019090106,09/07/2004,ESTUPEFACIENTES
"FARMACIA CLINICA DEL REAL SAN FELIPE, S. A. DE C. V.",FARMACIA,GENERAL RETANA Nº 502,SAN FELIPE,31240,CHIHUAHUA,CHIHUAHUA,08019090107,09/07/2004,TOXOIDES
BOTICA INTRAHOSP. DEL H. G. S. Z. Nº 22,BOTICA,AV. BENITO JUAREZ Nº 1901,CENTRO,31700,NUEVO CASAS GRANDES,CHIHUAHUA,08050100001,15/07/2004,ESTUPEFACIENTES
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. ARQUITECTOS",FARMACIA,"AV. RAMON RAYON Nº 2072, 
INT.",HORIZONTES DEL SUR,32590,JUÁREZ,CHIHUAHUA,08037090173,16/07/2004,HEMODERIVADOS
FARMACIA LIBERTAD PARRALENSE Nº 2,FARMACIA,AV. ZARAGOZA Nº 66,CENTRO,33800,HIDALGO DEL PARRAL,CHIHUAHUA,08032090017,19/07/2004,ANTITOXINAS DE ORIGEN ANIMAL
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. HERRERA",FARMACIA,"PLUTARCO ELIAS CALLES Nº 
1319",MAGISTERIAL,32350,JUÁREZ,CHIHUAHUA,08037090172,19/07/2004,ESTUPEFACIENTES
FARMACIA CENTRAL,FARMACIA,AV. REFORMA Nº 45,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090034,19/07/2004,PSICOTRÓPICOS
"POLICLINICA MEDICA, FUENTES MARES",FARMACIA,AV. FUENTES MARES Nº 8802,VILLA JUAREZ,31090,CHIHUAHUA,CHIHUAHUA,08019090108,24/08/2004,PSICOTRÓPICOS
"POLICLINICA MEDICA, ZARCO",FARMACIA,SILVESTRE TERRAZAS Nº 8804,COL. ZARCO,31020,CHIHUAHUA,CHIHUAHUA,08019090109,24/08/2004,TOXOIDES
FARMACIA CENTRO CLINICO GUADALUPE,FARMACIA,AV. JUAREZ Nº 229,CENTRO,32740,GUADALUPE,CHIHUAHUA,08028090004,06/09/2004,PSICOTRÓPICOS
FARMACIA EL SAUZAL,FARMACIA,HIDALGO Nº 929,EL SAUZAL,32559,JUÁREZ,CHIHUAHUA,08037090174,06/09/2004,PSICOTRÓPICOS
FARMACIA CRISTO REY,FARMACIA,"AV. DEL PARQUE OTE. Nº 113-
A",CENTRO,33000,DELICIAS,CHIHUAHUA,08021090013,06/09/2004,PSICOTRÓPICOS
FARMACIA LA UNICA,FARMACIA,CALLE 3ª NTE. Nº 515,CENTRO,33000,DELICIAS,CHIHUAHUA,08021090014,06/09/2004,PSICOTRÓPICOS
"DROGUERIA DEL DESIERTO 24 HORAS, S. DE R. L. M. I.",FARMACIA,SEGUNDA NORTE Nº 302,CENTRO,33000,DELICIAS,CHIHUAHUA,08021090007,06/09/2004,PSICOTRÓPICOS
FARMACIA ANITA,FARMACIA,"KM. 11, S/N. LOCAL Nº 6",MANITOBA,31500,CUAUHTEMOC,CHIHUAHUA,08017090035,06/09/2004,PSICOTRÓPICOS
FARMAHORRO,FARMACIA,LAT. ORTIZ MENA Nº 1815,LAS AGUILAS,31270,CHIHUAHUA,CHIHUAHUA,08019090110,06/09/2004,PSICOTRÓPICOS
FARMACIA SMART TORRES DEL SUR,FARMACIA,AV. DE LAS TORRES Nº 2751,HACIENDAS DE LAS TORRES,32695,JUÁREZ,CHIHUAHUA,08037090175,06/09/2004,PSICOTRÓPICOS
"INSTITUTO DE SEG. Y SERVICIOS SOCIALES DE LOS TRAB. DEL 
EDO.",BOTICA,"AV. EJE VIAL JUAN GABRIEL 
Nº 3",SOL DE MAYO,32620,JUÁREZ,CHIHUAHUA,08037100014,06/09/2004,PSICOTRÓPICOS
TIENDA ISSSTE Nº 053,FARMACIA,"AV. 2ª. ORIENTE Y GOMEZ 
MORIN",CENTRO,32000,DELICIAS,CHIHUAHUA,08021090015,06/09/2004,PSICOTRÓPICOS
"FARMACIA CUAUHTEMOC, S. A. DE C. V., SUC. CENTRO 
CLINICO",FARMACIA,AV. RAYON Nº 470,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090036,06/09/2004,ANTITOXINAS DE ORIGEN ANIMAL
FARMACIA SIERRA,FARMACIA,GUERRERO Nº 755,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090037,06/09/2004,PSICOTRÓPICOS
FARMACIA LA ECONOMICA,FARMACIA,AV. MADERO Y CALLE 2ª S/N,"LOC. SAN JUANITO, COL. C",33210,BOCOYNA,CHIHUAHUA,08009090002,07/09/2004,PSICOTRÓPICOS
FARMACIA DE LA CLINICA,FARMACIA,AV. REVOLUCION Nº 240,"COL. CENTRO,   LOC. PUER",31830,ASCENSIÓN,CHIHUAHUA,08005090005,13/09/2004,PSICOTRÓPICOS
FARMACIA SUPERMERCADO GONZALEZ DE ALTAVISTA,FARMACIA,AV. DE LOS AZTECAS Nº 9156,CD. MODERNA,32670,JUÁREZ,CHIHUAHUA,08037090176,24/09/2004,PSICOTRÓPICOS
FARMACIA SAN CAYETANO,FARMACIA,INTERNACIONAL Nº 799,CENTRO,32160,JUÁREZ,CHIHUAHUA,08037090177,27/09/2004,TOXOIDES
FARMACIA OSCAR,FARMACIA,IXTLACCIHUALT 5710-4,FRACCIONAMIENTO DEL REAL,32660,JUÁREZ,CHIHUAHUA,08037090178,27/09/2004,PSICOTRÓPICOS
FARMACIA CONCORDIA,FARMACIA,"PERIFERICO LOMBARDO 
TOLEDANO N",CONCORDIA,31380,CHIHUAHUA,CHIHUAHUA,08019090111,05/10/2004,VACUNAS
FARMACIA FLORES,FARMACIA,"AV. BAHIAS SAN QUINTIN N° 
9305",RINCONADAS DE LA SIERRA,31120,CHIHUAHUA,CHIHUAHUA,08019090112,05/10/2004,PSICOTRÓPICOS
FARMACIA GUADALUPE,FARMACIA,JUAREZ N° 6,CENTRO,33470,GUADALUPE Y CALVO,CHIHUAHUA,08029090002,04/11/2004,TOXOIDES
"FARMACIA DEL HOSPITAL GENERAL, CD. JUAREZ  ( ISSSTE )",FARMACIA,"ENVOLVENTE N° 4, 
CONJUNTO PRON",ANA ELENA AUZA,32310,JUÁREZ,CHIHUAHUA,08037090292,04/11/2004,TOXOIDES
"CLINICA INTEGRAL DE TRAT. CONTRA LAS ADICCIONES, S. A. 
DE C.",DROGUERIA,CANTERA N° 110,MORELOS,32573,JUÁREZ,CHIHUAHUA,08037110004,04/11/2004,ESTUPEFACIENTES
HOSPITAL MEDICA SIERRA S. A. DE C. V.,FARMACIA,"NICOLAS BRAVO Y 21 DE 
MARZO NO",PROGRESO,31500,CUAUHTEMOC,CHIHUAHUA,08017090039,04/11/2004,HEMODERIVADOS
FARMACIA MEDDYCA,FARMACIA,CALLE 35a N° 1201,OBRERA,31350,CHIHUAHUA,CHIHUAHUA,08019090113,08/11/2004,HEMODERIVADOS
FARMACIA PINEDA,FARMACIA,"AR. RIO SAN PEDRO SUR N° 
200",CENTRO,33000,DELICIAS,CHIHUAHUA,08021090016,08/11/2004,PSICOTRÓPICOS
"FARMACIAS DE VANGUARDIA, S. A. DE C. V.",FARMACIA,CATALPA N° 1301,GRANJAS,31160,CHIHUAHUA,CHIHUAHUA,08019090114,08/11/2004,PSICOTRÓPICOS
FARMACIA DALIA,FARMACIA,CENTENARIO N° 49,CENTRO,33270,SANTA ISABEL,CHIHUAHUA,08024090001,08/11/2004,PSICOTRÓPICOS
FARMACIA OMEGA,FARMACIA,"IGNACIO RODRIGUEZ 
GALLARDO N°",SAN FELIPE,31240,CHIHUAHUA,CHIHUAHUA,08019090115,08/11/2004,VACUNAS
INSTITUTO DE SEG. Y SERV. SOCIALES DE LOS TRAB. DEL EDO.,FARMACIA,"AV. DEL PARQUE Y 
AGRICULTURA P",CENTRO,33000,DELICIAS,CHIHUAHUA,08021090017,29/11/2004,ESTUPEFACIENTES
FARMACIA DEL AHORRO DE CUAUHTEMOC,FARMACIA,"KM. 9 CARRETERA A ALVARO 
OBREG",CAMPO 22,31607,CUAUHTEMOC,CHIHUAHUA,08017090039,14/12/2004,HEMODERIVADOS
ICHISAL HOSPITAL GENERAL DE CD. JUAREZ,BOTICA,"AV. 16 DE SEPTIEMBRE S/N, 
OTE",MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037100015,14/12/2004,PSICOTRÓPICOS
FARMACIA DEL PARQUE,FARMACIA,INDEPENDENCIA N° 1106,ABRAHAM GONZALEZ,33987,JIMÉNEZ,CHIHUAHUA,08036090008,14/12/2004,TOXOIDES
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. AZTECAS",FARMACIA,AV. DE LOS AZTECAS N° 8608,GRANJAS CHAPULTEPEC,32677,JUÁREZ,CHIHUAHUA,08037090182,17/12/2004,HEMODERIVADOS
"FARMACIAS BENAVIDES, S. A. DE C. V., SUC. SATELITE",FARMACIA,"CARRETERA JUAREZ 
PORVENIR N° 1",FIDEL AVILA,32540,JUÁREZ,CHIHUAHUA,08037090183,17/12/2004,HEMODERIVADOS
