ESTABLECIMIENTO,GIRO,CALLE,COLONIA,"CODIGO 
POSTAL","MUNICIPIO O 
DELEGACION",ENTIDAD,LICENCIA,"FECHA 
EXPEDICION","LINEAS DE COMERCIALIZACION 
AUTORIZADAS (ESTUPEFACIENTES 
GRUPO I), (PSICOTRÓPICOS GRUPOS  
II, III), VACUNAS, TOXOIDES, SUEROS 
DE ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL, HEMODERIVADOS, 
(I,II,III,V,T,S,A,H) METADONA, 
OXYCONTIN)"
"COMERCIALIZADORA 
FARMACÉUTICA DE 
CHIAPAS SAPI DE CV",FARMACIA,"AV. MIGUEL HIDALGO NO. 670-
A",CENTRO,38600,ACAMBARO,GUANAJUATO,11002090044,01/03/2016,"PSICOTRÓPICOS FRACCIÓN II III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, HEMODERIVADOS"
"FARMACIA GUADALAJARA 
S.A. DE C.V.",FARMACIA,AVENIDA ALUD NO. 801,"CENTRO COMERCIAL 
INSURGENTES",37168,LEON,GUANAJUATO,11020090294,01/03/2016,"PSICOTRÓPICOS FRACCIÓN II III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA GUADALAJARA 
S.A. DE C.V.",FARMACIA,AVENIDA MÉXICO NO. 204,LA MODERNA,37320,LEON,GUANAJUATO,11020090295,02/03/2016,"PSICOTRÓPICOS FRACCIÓN II III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA GUADALAJARA 
S.A. DE C.V.",FARMACIA,"BOULEVARD MALAQUITA NO. 
303","FRACC PASEOS DEL 
COUNTRY",37358,LEON,GUANAJUATO,11020090293,01/03/2016,"PSICOTRÓPICOS FRACCIÓN II III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA GUADALAJARA, 
S.A. DE C.V.",FARMACIA,"BOULEVARD ARISTÓTELES 
NO. 699","FRUTALES DE LA 
HACIENDA II",37358,LEON,GUANAJUATO,11020090296,02/03/2016,"PSICOTRÓPICOS FRACCIÓN II III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMACIAS DEL AHORRO,FARMACIA,"BOULEVARD MARIANO 
ESCOBEDO NO. 638",ANDRADE,37000,LEON,GUANAJUATO,11020090298,16/03/2016,"PSICOTRÓPICOS FRACCIÓN II III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA GUADALAJARA, 
S.A. DE C.V.",FARMACIA,"AVENIDA DE LAS AMAZONAS 
NO. 604",LAS TIRITAS,37109,LEON,GUANAJUATO,11020090299,16/03/2016,"PSICOTRÓPICOS FRACCIÓN II III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"BOCEGA AURRERA 
ADOLFO LÓPEZ MATEOS",FARMACIA,"BLVD. ADOLFO LÓPEZ 
MATEOS NO. 2515","SAN PEDRO DE LOS 
HERNÁNDEZ",37280,LEON,GUANAJUATO,11020090297,16/03/2016,"PSICOTRÓPICOS FRACCIÓN II III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA BODEGA 
AURRERA CELAYA 
ORIENTE",FARMACIA,"CAMINO A SAN MIGUEL 
OCTOPAN ESQ. MEXICO 
JAPON No. 308",CIUDAD INDUSTRIAL,38010,CELAYA,GUANAJUATO,11007090173,18/04/2016,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL, HEMODERIVADOS"
FARMACIA SAN RAFAEL,FARMACIA,AVENIDA GUERRERO NO. 1780,JARDÍNES DE IRAPUATO,3660,IRAPUATO,GUANAJUATO,11017090127,28/04/2016,"ESTUPEFACIENTES FRACCIÓN I, 
PSICOTRÓPICOS FRACCIÓN II y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL, HEMODERIVADOS"
"FARMACIA ANEXA 
SANATORIO SAN MARTÍN 
DE PORRES",FARMACIA,"BOULEVARD LA ESPERANZA 
NO. 140",EL REFUGIO,36590,IRAPUATO,GUANAJUATO,11017090128,03/05/2016,"ESTUPEFACIENTES FRACCIÓN I, 
PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
SAN RAFAEL,FARMACIA,AVENIDA GUERRERO NO. 1780,JARDINES DE IRAPUATO,36660,IRAPUATO,GUANAJUATO,11017090127,28/04/2016,"ESTUPEFACIENTES FRACCIÓN I, 
PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA GUADALAJARA 
S.A. DE C.V.",FARMACIA,AVENIDA LOS REYES NO. 902,FRACC. LOS REYES,36750,IRAPUATO,GUANAJUATO,11017090126,22/04/2016,"PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA GUADALAJARA 
S.A. DE C.V.",FARMACIA,"BLVD. JOSÉ MARÍA MORELOS 
NO. 2521, 2523","FRACC. PRADO 
HERMOSO",37238,LEON,GUANAJUATO,11020090300,11/05/2016,"PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA ANEXA A 
(SUPERMERCADOS 
INTERNACIONALES HEB 
S.A. DE C.V.",FARMACIA,"BOULEVAR CERRO GORDO 
DEL CAMPESTRE NO. 401",LOMAS DEL CAMPESTRE,27150,LEON,GUANAJUATO,11020090302,08/07/2016,"PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMACIAS RAGA,FARMACIA,BOULEVARD MILENIO NO. 406,"ARBOLEDAS DEL 
CAMPO",37672,LEON,GUANAJUATO,11020090336,25/05/2017,"PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMACIA ISSEG NO. 103,FARMACIA,PEÑAS ALTAS NO. 103,"COL FRUTAL DE LA 
HACIENDA TERCERA 
SECC.",37353,LEON,GUANAJUATO,11020090303,15/07/2016,"PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FÁRMACOS GASA,FARMACIA,"AVENIDA ALUD NO. 911, 
INTERIOR 1",JARDINES DEL MORAL,37160,LEON,GUANAJUATO,11020090305,15/07/2016,PSICOTRÓPICOS FRACCIÓN II Y III
"SORIANA SÚPER 
MARIANO ESCOBEDO",FARMACIA,"BOULEVAR MARIANO 
ESCOBEDO NO. 5602",LEÓN 2,37408,LEON,GUANAJUATO,11020090304,15/07/2016,"ESTUPEFACIENTES FRACCIÓN I 
PSICOTRÓPICOS FRACCIÓN II Y III"
FARMACIA ISSEG NO. 215,FARMACIA,VALLE DE SANTIAGO NO. 720,GUANAJUATO,36580,SALAMANCA,GUANAJUATO,11027090049,27/06/2016,"PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIAS DEL AHORRO,FARMACIA,"BOULEVARD JUAN JOSÉ 
TORRES LANDA NO. 3907",SAN ISIDRO DE JEREZ,37530,LEON,GUANAJUATO,11020090306,29/07/2016,"PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIAS SAN 
FRANCISCO DE ASÍS",FARMACIA,"CALZADA DE GUADALUPE NO. 
720",CENTRO,36580,IRAPUATO,GUANAJUATO,11017090135,26/09/2016,"ESTUPEFACIENTES I, PSICOTRÓPICOS 
FRACCIÓN II Y III, VACUNAS, TOXOIDES, 
SUEROS Y ANTITOXINAS DE ORIGEN 
ANIMAL, HEMODERIVADOS"
"DIMESA ANEXA AL 
HOSPITAL GENERAL",FARMACIA,"REVERTE MEXICANO S/N 
INTERIOR A",CENTRO,36520,IRAPUATO,GUANAJUATO,11017090136,26/09/2016,"VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIAS SAN 
FRANCISCO DE ASÍS",FARMACIA,"COLON NO. 307, CENTRO, 
IRAPUATO, GTO., C.P. 36580",CENTRO,36580,IRAPUATO,GUANAJUATO,11017090134,26/09/2016,"PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA HOSPITAL 
PEDIÁTRICO DE LEÓN",FARMACIA,"PROLONGACIÓN BOULEVARD 
JUAN ALONSO DE TORRES 
NO. 4725 INT A","SAN JOSÉ DEL 
POTRERO",37675,LEON,GUANAJUATO,11020090307,07/09/2016,"ESTUPEFACIENTES FRACCIÓN I, 
PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"BOTICA DIMESA ANEXA A 
HOSPITAL GENERAL 
PÉNJAMO",FARMACIA,"PROLONGACIÓN DEGOLLADO 
S/N INTERIOR A, CENTRO",CENTRO,36900,PÉNJAMO,GUANAJUATO,11023090034,27/09/2016,"VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"BOTICA DIMESA ANEXA A 
HOSPITAL MATERNO 
INFANTIL IRAPUATO",FARMACIA,"VIALIDAD INTERIOR NO. 367 
INTERIOR A,","COL. MALVAS 
REVOLUCIÓN",36546,IRAPUATO,GUANAJUATO,11017090137,27/09/2016,"VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"BOTICA ANEXA A UNIDAD 
DE MEDICINA FAMILIAR 
No. 49",BOTICA,"AVENIDA BOULEVARD 
ADOLFO LOPEZ MATEOS 
PONIENTE No. 406 B",CENTRO,38000,CELAYA,GUANAJUATO,11007100176,22/09/2016,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, HEMODERIVADOS"
"FARMACIAS DEL AHORRO 
SUCURSAL LA ALDEA",FARMACIA,ANCHA DE SAN ANTONIO NO. 7,CENTRO,37700,"SAN MIGUEL DE 
ALLENDE",GUANAJUATO,11003090022,10/10/2016,"PSICOTROPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMACIA NEUROFARM,FARMACIA,LÁZARO CARDENAS No. 133,LA MODERNA,36690,IRAPUATO,GUANAJUATO,11017090139,19/10/2016,"ESTUPEFACIENTES FRACCIÓN I, 
PSICOTRÓPICOS FRACCIÓN II Y III"
FARMACIA ISSEG NO. 219,FARMACIA,"AVENIDA SANTA FE NO. 89 
COL. BARRIO DE CERVERA","COL. BARRIO DE 
CERVERA",36250,GUANAJUATO,GUANAJUATO,11015090038,05/10/2016,"PSICOTROPICOS FRACCIONES II Y III, 
VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"FARMACIA DEL CENTRO 
MEDICO DEL CENTRO 
FEDERAL DE 
READAPTACION SOCIAL 
NO. 12",FARMACIA,"CARRETERA LAGUNA DE 
GUADALUPE KM. 6.5","COL. HACIENDA 
PIEDRAS NEGRAS",37636,OCAMPO,GUANAJUATO,11022090006,10/10/2016,"PSICOTROPICOS FRACCIONES II, 
III,VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
FARMACIA ISSEG NO. 214,FARMACIA,"BLVD. FRANCISCO VILLA NO. 
2012",JARDINES DE ORIENTE,37255,LEON,GUANAJUATO,11020090310,17/10/2016,"PSICOTROPICOS FRACCIONES II, 
III,VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL Y 
HEMODERIVADO"
FARMACIA GUADALAJARA,FARMACIA,BLVD. TORRES LANDA NO. 604,GUADALUPE,37380,LEON,GUANAJUATO,11020090311,17/10/2016,"PSICOTROPICOS FRACCIONES II, 
III,VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL Y 
HEMODERIVADO"
"BOTICA DIMESA ANEXA A 
HOSPITAL COMUNITARIO 
JARAL DEL PROGRESO",BOTICA,"AV. DEL TRABAJO NO. 601 
INTERIOR A","COL. PREDIO LAS 
ESPERANZAS",38470,JARAL DEL PROGRESO,GUANAJUATO,11018100012,05/04/2018,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"BOTICA DIMESA ANEXA A 
HOSPITAL GENERAL 
SALAMANCA",BOTICA,"AV. DE  LOS DEPORTES NO. 
515 INTERIOR A",FRACC. EL DEPORTIVO,36743,SALAMANCA,GUANAJUATO,11027100068,04/06/2018,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL, HEMODERIVADOS"
"ACG DERMATOLOGICA S.A 
DE C.V",FARMACIA,"EJE VIAL NORPONIENTE No. 
200-513",VILLAS DE LA HACIENDA,38020,CELAYA,GUANAJUATO,11007090174,07/09/2016,"PSICOTROPICOS FRACION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA + VIDA,FARMACIA,NUEVO LEON NO. 1 CENTRO,CENTRO,37800,DOLORES HIDALGO,GUANAJUATO,11014090009,03/11/2016,"ESTUPERFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III."
EXPERTA,FARMACIA,20 DE ENERO NO. 1046-A,OBREGÓN,37320,LEON,GUANAJUATO,11020090313,01/11/2016,"VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"HOSPITAL RAMÍREZ 
GUADIANA",FARMACIA,"BLVD. SAN PEDRO NO. 105,",SAN ISIDRO,37510,LEON,GUANAJUATO,11020100312,26/10/2016,"ESTUPEFACIENTES FRACCIÓN I, 
PSICOTROPICOS FRACCIONES II, III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL Y 
HEMODERIVADO"
"FARMACIA GUADALAJARA 
S.A. DE C.V.",FARMACIA,AVE. TULIPANES NO. 3024,"FRACC. CIUDAD 
DEPORTIVA",36612,IRAPUATO,GUANAJUATO,11017090143,06/12/2016,"PISICOTRÓPICOS FRACCIÓN I Y II, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA GUADALAJARA 
S.A. DE C.V.",FARMACIA,JULIÁN DE OBREGÓN NO. 511,INDUSTRIAL,37340,LEON,GUANAJUATO,11020090314,17/11/2016,"PISICOTRÓPICOS FRACCIÓN I Y II, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA GUADALAJARA 
S.A. DE C.V.",FARMACIA,"BLVD. MIGUEL HIDALGO 
NO.6502",SAN JAVIER,37254,LEON,GUANAJUATO,11020090315,22/11/2016,"PISICOTRÓPICOS FRACCIÓN I Y II, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA GUADALAJARA 
S.A. DE C.V.",FARMACIA,"BLVD. JUAN ALONSO DE 
TORRES NO. 401","FRACC. VILLA DE LAS 
TORRES",37204,LEON,GUANAJUATO,11020090317,05/12/2016,"PISICOTRÓPICOS FRACCIÓN I Y II, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA I.S.S.E.G NO. 
106",FARMACIA,"BLVD. HILARIO MEDINA NO. 
3728",REAL PROVIDENCIA,37234,LEON,GUANAJUATO,11020090320,14/12/2016,PSICOTRÓPICOS FRACCIÓN II Y III
"FARMACIA GUADALAJARA, 
S.A. DE C.V.",FARMACIA,"BLVD. AGUSTÍN TÉLLEZ 
CRUCES NO.3001",DEPORTIVA II,37239,LEON,GUANAJUATO,11020090319,14/12/2016,"PISICOTRÓPICOS FRACCIÓN I Y II, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"FARMACIA ANEXA AL 
CENTRO DE ATENCIÓN 
INTEGRAL EN 
ADICCIONES",FARMACIA,"ANTIGUA CARRETERA LEÓN-
SAN FRANCISCO DEL RINCÓN 
K.M. 8",SAN PEDRO DEL MONTE,37660,LEON,GUANAJUATO,11020090318,14/12/2016,PSICOTRÓPICOS FRACCIÓN II Y III
"FARMACIA I.S.S.E.G. NO. 
216",FARMACIA,"BOULEVARD FRANCISCO 
VILLA NO. 1504",SANTO DOMINGO,37470,LEON,GUANAJUATO,11020090324,19/12/2016,PSICOTRÓPICOS FRACCIÓN II Y III
"FARMACIA I.S.S.E.G. NO. 
184",FARMACIA,ACAPULCO NO. 428,EL COECILLO,37260,LEON,GUANAJUATO,11020090321,19/12/2016,PSICOTRÓPICOS FRACCIÓN II Y III
"FARMACIA I.S.S.E.G. NO. 
140",FARMACIA,"BOULEVARD NICARAGUA 
NO.705",ARBIDE,37360,LEON,GUANAJUATO,11020090325,19/12/2016,PSICOTRÓPICOS FRACCIÓN II Y III
"FARMACIA I.S.S.E.G. NO. 
149",FARMACIA,"BOULEVARD MARIANO 
ESCOBEDO NO. 2402 
INTERIOR 6",LEÓN MODERNO,37480,LEON,GUANAJUATO,11020090323,19/12/2016,PSICOTRÓPICOS FRACCIÓN II Y III
"FARMACIA I.S.S.E.G. NO. 
096",FARMACIA,"VENUSTIANO CARRANZA NO. 
117",SAN MIGUEL,37390,LEON,GUANAJUATO,11020090372,20/09/2018,"PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS TOXOIDES SUEROS DE 
ORIGEN ANIMAL ANTITOXINAS DE 
ORIGEN ANIMAL HEMODERIVADOS"
"FARMACIA I.S.S.E.G. NO. 
183",FARMACIA,"BLVD. LA LUZ NO. 3610 INT. 3 Y 
4",BRISAS  DEL CAMPO,37297,LEON,GUANAJUATO,11020090391,23/01/2019,"PSICOTRÓPICOS FRACCIÓN II y III 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL , HEMODERIVADOS"
"FARMACIA I.S.S.E.G. NO. 
176",FARMACIA,"BLVD. TORRES LANDA 
ORIENTE NO. 3912","AZTECA SEGUNDA 
SECCIÓN",37520,LEON,GUANAJUATO,11020090327,19/12/2016,PSICOTRÓPICOS FRACCIÓN II Y III
"FARMACIA I.S.S.E.G. NO. 
186",FARMACIA,"PASEO DE LA ALTIPLANICIE 
NO. 3825",VILLAS DE IRAPUATO,36670,IRAPUATO,GUANAJUATO,11017090146,17/01/2017,PSICOTRÓPICOS FRACCIÓN II Y III
"FARMACIAS SAN 
FRANCISCO DE ASÍS",FARMACIA,HIDALGO NO. 13,CENTRO,36990,HUANIMARO,GUANAJUATO,11016090021,17/01/2017,"PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMACIA LILI,FARMACIA,"BLVD. MA DE LA LUZ BRAVO 
427-B",COL. SAN CARLOS,36300,"SAN FRANCISCO DEL 
RINCON",GUANAJUATO,11031090034,26/01/2017,PSICOTROPICOS FRACCIÓN II Y III
"FARMACIA DE 
ESPECIALIDADES MAC 
S.A. DE C.V.",FARMACIA,"DR. JAVIER CASTELLANOS 
COUTIÑO 516 PLANTA BAJA",COL. SAN PEDRO,36520,IRAPUATO,GUANAJUATO,11017090145,22/12/2016,"PSICOTROPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
"TIENDAS SORIANA S.A DE 
C.V",FARMACIA,"BLVD. JUVENTINO ROSAS No. 
510 LOCAL A-1",CENTRO,36300,"SAN FRANCISCO DEL 
RINCON",GUANAJUATO,11031090033,19/01/2017,"PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS."
"FARMACIA I.S.S.E.G No. 
187",FARMACIA,CALZADA HIDALGO No. 95-A,CENTRO,36100,SILAO,GUANAJUATO,11037090024,19/01/2017,PSICOTROPICOS FRACCION II Y III
"BOTICA DIMESA ANEXA A 
HOSPITAL GENERAL 
VALLE DE SANTIAGO",BOTICA,"BLVD. CAMEMBARO NO. 1, INT 
A",COL. TEPAMAL,38400,VALLE DE SANTIAGO,GUANAJUATO,11042100035,19/01/2017,"SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL Y 
HEMODERIVADOS"
"FARMACIA GUADALAJARA 
S.A. DE C.V.",FARMACIA,"BLVD. PONCIANO VEGA NO. 
572","RINCONADAS DE 
ENSUEÑO",38800,MOROLEON,GUANAJUATO,11021090020,18/01/2017,"PSICOTROPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL, HEMODERIVADOS"
"FARMACIAS BENAVIDES 
SUCURSAL SALAMANCA",FARMACIA,ÁLVARO OBREGÓN NO. 715,CENTRO,36700,SALAMANCA,GUANAJUATO,11027090053,23/01/2017,"PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS,TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIAS BENAVIDES 
SUCURSAL HIDALGO 
ACAMBARO",FARMACIA,AVENIDA HIDALGO NO. 886,COL. CENTRO,38600,ACAMBARO,GUANAJUATO,11002090007,19/12/2014,"PSICOTRÓPICOS FRACCIÓN II Y 
III,VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIA ANEXA A 
HOSPITAL GUADALUPANO 
URIANGATO",FARMACIA,MORELOS NO. 117,COL. CENTRO,38980,URIANGATO,GUANAJUATO,11041090002,20/12/2016,"ESTUPEFACIENTES FRACCIÓN I, 
PSICOTRÓPICOS FRACCIÓN II Y III"
FARMACIA SAN JOSÉ,FARMACIA,ALBINO GARCÍA NO. 25-A,OBRAJUELO,38742,ACAMBARO,GUANAJUATO,11002090049,22/12/2016,PSICOTRÓPICOS FRACCIÓN II Y III
"SÚPER FARMACIA EL 
QUINTO TRUENO",FARMACIA,"CARRETERA ACÁMBARO - 
JERÉCUARO NO. 100",PRESA SOLIS,38750,ACAMBARO,GUANAJUATO,11002090048,22/12/2016,PSICOTRÓPICOS FRACCIÓN II Y III
FARMACIA FARMAXI,FARMACIA,HIDALGO NO. 217,COL. CENTRO,38600,ACAMBARO,GUANAJUATO,11002090046,21/12/2016,PSICOTRÓPICOS FRACCIÓN II Y III
UMAPS SAN ANTONIO,BOTICA,INSURGENTES NO. 8,SAN ANTONIO,38792,TARANDACUAO,GUANAJUATO,11038100008,21/12/2016,"VACUNAS Y SUEROS DE ORIGEN 
ANIMAL"
"FARMACIA DEL AHORRO 
SUCURSAL AGUA DULCE",FARMACIA,AVENIDA TENIXTEPEC NO. 301,COL. BELLA VISTA,36730,SALAMANCA,GUANAJUATO,11027090051,30/11/2016,"PSICOTRÓPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"BOTICA DIMESA ANEXA A 
HOSPITAL COMUNITARIO 
MOROLEÓN",BOTICA,"BLVD. ESTEBAN GARCÍA NO. 
591 INTERIOR A",DEPORTIVA,38800,MOROLEON,GUANAJUATO,11021100028,27/09/2018,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA DEL ANGEL,FARMACIA,"CALZADA DE LOS HEROES NO. 
69 FRACC. VALLE VERDE",FRACC. VALLE VERDE,37800,DOLORES HIDALGO,GUANAJUATO,11014090008,14/09/2016,"ESTUPERFACIENTES FRACCION I, 
PSICOTROPICOS FRACCIONES II Y IIII, 
VACUNAS, TOXOIDES Y SUIEROS DE 
ORIGEN ANIMAL"
"LA COMER SAN MIGUEL 
DE ALLENDE",FARMACIA,CARRETERA A CELAYA NO. 2,FRACC. LA LEJONA,37765,"SAN MIGUEL DE 
ALLENDE",GUANAJUATO,11003090021,07/06/2016,"PSICOTROPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIA I.S.S.E.G. NO. 
15",FARMACIA,"PORFIRIO DÍAZ ESQ. MANUEL 
DOBLADO NO. 110",CENTRO,38470,JARAL DEL PROGRESO,GUANAJUATO,11018090009,25/08/2016,"PSICOTROPICOS FRACCIÓN II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"FARMACIA I.S.S.E.G. No. 
182",FARMACIA,"AVENIDA ARAUCARIAS No. 709 
Local 711 y 712",LOS PINOS,38020,CELAYA,GUANAJUATO,11007090178,22/12/2016,PSICOTROPICOS FRACCIÓN II Y III
"BOTICA ANEXA A 
MEDICALASER S.C",BOTICA,AV. CAMPESTRE No. 105,CAMPESTRE DE CELAYA,38080,CELAYA,GUANAJUATO,11007100179,24/01/2017,"ESTUPEFACIENTES FRACCION I, 
PSICOTROPICOS FRACCION II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
